,sample_name,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,ctab_volume,F127_volume
0,SobolBaseline_1,a80865b1-36ed-4baf-a7d8-d28a199bb63b,1511.8849227838218,210.66191149875525,435.8382583161183,2420.5114795938134,4754.046774158875,667.0566536486149
1,SobolBaseline_2,ba434c27-0b46-4f06-9c76-28ee87a75ac1,2277.3032026053406,763.110678549856,1032.732136029129,532.9591794158332,3250.269743303458,2143.625060096383
2,SobolBaseline_3,779eda3f-d4ba-4cbc-8245-67ac09673394,1965.8612244303808,522.5170755758883,1448.1306203997992,1349.869319185847,2386.2730773786707,2327.348683029413
3,SobolBaseline_4,e3fd154b-26b4-41a7-beaf-eeee4ba3a623,983.8302992822137,219.27289711311462,318.9928122035535,1751.9661381442565,2039.630005757014,4686.307847499847
4,SobolBaseline_5,133a1284-ad26-4069-bf18-f06d4ab5e1b4,1202.5494831728283,872.7075284346938,215.6173154230537,2980.700471319957,3877.64527151982,850.7799301296473
5,SobolBaseline_6,9ee884ca-55d5-4fbf-a0a9-beffcd6e44b3,1143.9851262476295,697.6893115788698,2192.5893068996556,3173.8180681820963,2749.4891441116733,42.42904298007488
6,SobolBaseline_7,2e8e5baa-644b-4f05-8254-6df9d9dd3c95,380.70432193251327,134.8052628338337,1279.996186069523,2303.700903387275,4241.181258733074,1659.6120670437813
7,SobolBaseline_8,f48f314e-988e-4387-92bd-916d91454f96,2032.9173639204823,294.9177032336593,842.5843367803218,2184.5955417563673,958.3793661246698,3686.6056881844997
8,SobolBaseline_9,4d37484d-1de7-4060-b485-fc09c3a8a452,901.8789357414935,489.171335939318,961.3016990649812,2629.086222103564,3660.130698854725,1358.4311082959175
9,SobolBaseline_10,6a757874-6ae6-4565-9e76-56e2047c6122,1666.3190002455376,455.22136837244045,1148.5827223056303,2865.645471010823,1950.9644011656444,1913.2670368999243
10,SobolBaseline_11,fcf9eeaf-b75c-416a-9c3c-2261ecd36e69,1812.7661342241336,108.32948694005609,487.6540791693451,911.8130044431891,5587.10681895415,1092.330476269126
11,SobolBaseline_12,fbd7337b-b036-4010-9c79-e3b65f330a57,1353.9145899543073,668.5777557082474,1986.0257818534346,2435.2464112986345,1081.086232016484,2475.149229168892
12,SobolBaseline_13,949d9229-b604-4ada-ab96-0c70ebceb04e,532.0694205919282,506.35986505076295,6461.0702870165305,1569.5749736381695,670.8640834937494,260.06137020885944
13,SobolBaseline_14,4e099903-c3c8-49fc-90ca-20dc399593cb,290.8638045613188,743.8919125124812,3778.0088280032687,2401.392700355267,1587.3885719726484,1198.4541825950146
14,SobolBaseline_15,6118dcd6-0de5-465f-8232-eae9ee73ecec,1573.246366321575,334.6154175698757,4672.189112942045,1498.0563608505763,1170.4048371563356,751.4879051595926
15,SobolBaseline_16,79edbc6a-116a-41b0-9ee2-887a060dadb8,251.4662317377515,196.67640095576644,1296.7557461963343,2071.529341199901,3073.85763215522,3109.714647755027
16,SobolBaseline_17,6a2c7984-84a7-4b46-a750-ab9813ebb666,1272.3798355122565,571.2699015624822,4424.150065386978,1324.7667094424833,1841.042150432865,566.3913376629353
17,SobolBaseline_18,8c22dd55-143c-4aa8-a44a-75859142e8d4,442.0705656101927,395.7585404627025,1702.9658140925067,3083.4451795974746,1500.8973504106204,2874.862549826503
18,SobolBaseline_19,0f51317e-e4ce-43e4-9327-01fde9f85648,206.2895787761081,608.2346787676216,3182.0279311838867,3659.4153908060403,783.6151930193107,1560.417227447033
19,SobolBaseline_20,245c40e3-60a1-4f4e-ad93-5c1cb2608c2c,839.7584609405603,280.8982828631997,1360.8233194782706,2112.3876105670356,5275.39740751187,130.73491863906384
20,SobolBaseline_21,19650491-1142-42e7-9547-851fd0f09966,1728.4705338198692,299.6819677762688,581.3569776651757,827.0504840891808,3990.4693483064575,2572.970688343048
21,SobolBaseline_22,607bfe2f-85bd-4ead-8610-7b0e41257ef8,2053.1193030704744,645.4778893850745,1677.1205406853305,2137.2724298774265,2484.3586167941494,1002.6512201875448
22,SobolBaseline_23,b55f1ddb-cd5a-40e2-b35a-17166e4473a0,1751.4228922321927,436.0788064077497,1507.502530364629,2687.327234814177,3172.5961832950516,445.07235288619995
23,SobolBaseline_24,5620a29d-ece3-4bba-befe-68af0d46c968,1166.3328700808343,122.34933646395802,915.9776645510765,2267.8678520426624,1255.6901431332033,4271.782133728266
24,SobolBaseline_25,187ea830-774c-49ea-83aa-23f998f30bb9,921.011999063194,598.1773253530265,399.5163492237525,1885.6717810034752,3559.0145985285444,2636.6079468280077
25,SobolBaseline_26,b005597a-b0e1-4451-8859-5bdb28144498,1979.7089885054156,846.9572666101158,402.8775191058712,914.9557319590822,869.0886112550895,4986.4118825644255
26,SobolBaseline_27,4c08ba67-4174-4a01-8299-933679fdaec4,361.5137543964665,925.7434097118676,978.5529993272694,3045.8313837724277,4330.561364690463,357.79708810150623
27,SobolBaseline_28,46881b66-0148-41ff-a483-8f35e0318b19,686.2641387919429,356.7070172168315,2830.2033058817806,1608.9653837985825,2824.130757401387,1693.7293969094753
