,sample_name,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,ctab_volume,F127_volume
17,SobolBatch_15,7f0cbf97-a14c-4a34-bece-e48905ef5cb6,818.5869383427779,285.96811052411795,1140.1618865861865,1971.0458523558918,3650.5955408016844,2133.6416713893414
18,SobolBatch_16,9f0e550d-8c3b-48f8-b05b-3092a9eb9abf,671.6002825687173,564.296930283308,1632.016398690951,1803.2095553360414,2566.0402687887354,2762.836564332247
19,SobolBatch_17,1c7ab4d8-843e-4747-abbe-725de30bc0d6,364.3293345377314,109.8984932526946,269.8995966355624,3159.0551057287958,5968.017910296719,128.7995595484972
20,SobolBatch_18,aa909961-99f7-4b8c-a7e0-9a38fbbc8346,1199.8955541390458,705.9508290141821,160.9196626006933,2061.6980582328983,1993.7354816744726,3877.800414338708
21,SobolBatch_19,dad8cbe0-21da-4acc-a5c5-cccd67db11b8,1251.231271401979,324.3737583979964,2308.990819820513,2514.6767592607066,2216.1946172515554,1384.5327738672495
22,SobolBatch_20,8ed3ab1d-6285-441c-9363-e11d4e531e64,777.4846308315173,656.6859539598227,624.8721248221891,2510.9971357686445,803.2342164466779,4626.725938171148
23,SobolBatch_21,42a6416c-f3e4-49fd-ba8b-a86dee328dd2,1104.232336394023,624.3224404752256,1338.8911292546736,3213.059839858208,3204.3905692795915,515.1036847382784
24,SobolBatch_22,49173fa7-5913-4b36-bd05-4afa8be20866,221.93653541989625,589.960299152881,2157.4733696815865,3151.970654806122,1951.3857650260131,1927.2733759135008
25,SobolBatch_23,baf3d678-96f7-457f-b6bf-9726150b611d,726.128999554552,169.6950255893171,2881.2091860671835,1605.6177186025307,3805.3072063873215,812.0418637990952
26,SobolBatch_24,711883cf-49ee-4b49-8b90-7c3628cda107,572.8031697864644,769.1007477231324,1370.9466591135906,2308.2298049242236,4690.603674078981,288.31594437360764
27,SobolBatch_25,747fbf62-f62e-4b66-9576-8ad79456e9ad,475.90299618663266,359.4388543628156,1343.5944881134974,3653.676108156797,1241.8705249826114,2925.517028197646
28,SobolBatch_control_4,47f7df30-aa86-4346-af27-216a83a7315c,739.6697222781366,427.0686506293714,1856.7212829769896,1706.73249814054,4027.093018094699,1242.7148278802633
29,SobolBatch_26,8dea9b69-79db-445d-a75c-7d01ede3d02f,1447.1135141195264,551.5472662635148,4229.431245139179,1658.2319567066152,938.7618067363899,1174.9142110347748
30,SobolBatch_27,e192cc5e-701e-4073-b642-fd1621311df0,1701.092254120158,299.40871288999915,4731.006682113123,1041.7658611142542,1552.0092348257701,674.7172549366951
31,SobolBatch_28,274fb2a7-692a-4f3c-b72f-4447504e2b50,981.6422898718156,102.89539806544781,2814.489883262043,2225.9797502378933,2922.1699448923273,952.8227336704731
32,SobolBatch_29,f5d3ecbf-c899-493f-9cb9-05dda28aa075,855.9954909346998,420.8726800978184,353.71883605917174,1658.9608845748007,893.0782272169988,5817.373881116509
33,SobolBatch_30,05c167b5-d9d0-450b-b3b8-6cde65fe7d84,606.7711359285748,517.2388514503838,86.67849701208343,2150.384925126564,1603.002571190397,5035.924019291997
34,SobolBatch_31,769ff4d7-c999-44ff-8b7c-ac6159b135c5,1134.9926901049912,747.3739976063371,3821.9560086106258,1643.5833207331598,2504.1587005058927,147.93528243899345
35,SobolBatch_32,c8363154-80fd-4396-929d-d2df3aad8dda,561.5778489795047,162.9259150475264,2016.9215439896407,2697.1469193173107,2856.660856554906,1704.7669161111116
36,SobolBatch_33,abbe0d38-fad6-464d-b7d9-78b4058b4694,207.95856069470756,320.450047776103,989.8312718405687,2779.3937558105686,5168.13223126034,534.234132617712
37,SobolBatch_34,b61085e6-b866-4dae-adc0-73e04b38a2fe,1041.7619514029939,489.9398913607002,221.8002704794817,2669.1014299837407,1293.5994571695726,4283.79699960351
38,SobolBatch_35,89a355af-1cc6-46cf-8898-1361d6da8dd9,1093.0194927763657,352.7669192291796,763.9657070937865,1602.3830775020178,4288.330704594652,1899.534098803997
39,SobolBatch_36,bb217f5b-49c2-4391-bb57-c5f6039fc5e7,1590.8973353861365,773.0269747786224,3144.337686363918,2059.7928800720256,1644.8988045255344,787.0463188737631
40,SobolBatch_37,04529af3-07c8-4c24-9ad2-597466348509,1343.2454901456365,176.35583886876705,4473.362549076167,2792.261590907583,851.8475281695526,362.9270028322935
41,SobolBatch_38,4488a058-6910-4d1c-b7d7-1fa3a551b958,353.14010460069403,713.0011725239456,3701.043275784079,2538.8242752742954,1157.426695028941,1536.564476788044
42,SobolBatch_39,8dff91ad-ead6-4941-a23b-97528368e8c2,657.6230726712382,303.6747367121279,103.50854812500347,3185.9810955966823,4599.287711704771,1149.924835190177
43,SobolBatch_40,4a3c5738-8c7d-4dba-bdcb-db19c27ad4ef,804.646578144282,558.5478710941971,1389.024867036691,2607.5695311911404,3890.8768488715095,749.3343036621809
44,SobolBatch_41,d1f953b1-3a60-4405-8c23-d6de197ed244,105.47596812900156,137.94981548562646,2698.7902930130567,2405.090496514924,2041.6188302139442,2611.074596643448
45,SobolBatch_42,cbf8f610-4ea8-43f4-a98f-65c9812fe563,908.8368900173809,408.55309544131165,1386.3025850042077,2416.8302856285595,4868.635984758536,10.841159150004387
46,SobolBatch_43,4e4e07e0-fc74-41f4-b2b6-af666aa3e704,1611.5448791782837,697.5240589119494,3062.8333816103022,1304.605927530909,677.1409219751756,2646.3508307933807
47,SobolBatch_44,d8cd1ca1-e1bb-4516-8a20-fe34534f3725,1464.5213677065913,251.20219765231016,2391.041062947673,1941.488694955362,1748.4667568157117,2203.279919922352
48,SobolBatch_45,7c5eb8dc-a628-4eb2-b8f5-c94e17a8a692,382.60042366641574,283.52274140343076,1836.2029546297463,1807.9619103337172,2348.054303477208,3341.657666489482
49,SobolBatch_46,65084aee-6e49-4566-af9c-6d85cd28a360,433.13779277075076,659.2834264971316,3146.585930002232,3261.63717073109,2102.113389099638,397.2422908991575
50,SobolBatch_47,b6ae24f3-5842-401b-a1c6-8467988b7b0f,539.8914787005632,381.253509502858,351.58613222961503,2472.0485607329756,3995.178620020549,2260.0416988134384
51,SobolBatch_48,fad4bec5-4bbb-447a-a202-4c5a7e78e66d,787.5433299397117,480.31120607629424,543.4626177170621,1923.0510525791906,4425.31496907274,1840.3168246150017
52,SobolBatch_control_5,fdf1c32e-b691-4cf1-ab0a-d23a831a82f3,739.6697222781366,427.0686506293714,1856.7212829769896,1706.73249814054,4027.093018094699,1242.7148278802633
53,SobolBatch_49,f2876522-6aff-44c3-b59e-de2b31083e86,286.126572530251,190.99965570494533,3915.782179984574,3030.3483814247884,1121.1958123991888,1455.547397956252
54,SobolBatch_50,f9728c02-1518-4b4a-bcba-28aaae37cd0d,1014.8576205577701,224.84459821134809,590.7395743330317,2913.776229770854,2399.8125835011406,2855.9693936258554
55,SobolBatch_51,69ab23c9-49a8-4c10-800f-a211c7fa2a46,737.8644409482366,346.07613887637854,530.1631028981246,2992.1588421999477,1426.1466326812904,3967.590842396021
56,SobolBatch_52,f125fa54-0064-49f1-bd0c-646e29409b7b,1364.9380000415258,390.4009575024248,85.95492946294326,1580.012783946935,5648.784304658572,929.909024387598
57,SobolBatch_53,81cfc4d7-9524-4972-bade-a6f46c3ebe03,589.2684197109191,592.7032984793186,1250.8582392459102,3387.9969244394456,1000.4477302233379,3178.7253879010677
58,SobolBatch_54,30a2e66e-a600-4120-8c78-45f79a077067,1268.8609370221384,626.0933708399534,604.4115332917618,2360.7779147191904,3096.189894403021,2043.6663497239351
59,SobolBatch_55,f674e8f8-afe4-449c-8752-f11fc7f87580,1107.2031656645704,318.60077288001776,553.5078605900826,1951.8219473452777,1350.2924429873626,4718.573810532689
60,SobolBatch_56,33147843-43bf-4213-a546-328e9845aa0f,629.0077502557541,263.0805158987642,3253.408985304025,1848.070132700028,3402.8220294664306,603.6105863749981
61,SobolBatch_57,b2edfdad-8664-4a7b-bf79-4b3f79fc0d3e,882.9987754889297,686.2886112183334,1929.609991412919,2411.2912030534358,2796.944484735529,1292.8669340908527
62,SobolBatch_58,f439465a-91f3-4bb0-8c28-db3709c65b51,1046.2514690633398,321.73993708565837,5255.244854929236,1796.738434192026,677.658090988795,902.3672137409449
63,SobolBatch_59,248aaaef-0dd0-4f3b-9486-cd1499cf32e6,475.36122223036364,473.48821973428136,1754.0614073568331,1817.0872683390044,2388.5681374619408,3091.433744877577
64,SobolBatch_60,1f084d81-c279-4a26-87f0-12625c88dd6b,1175.5947253110353,706.0390176251531,3417.812556371403,2169.3573107242123,1797.3870417724054,733.8093481957912
65,SobolBatch_61,e62b3afc-69c0-4acd-9be5-d84353839c1f,371.02741968096234,300.9750650264323,2311.352736082238,3007.1202133994084,1724.1831763337057,2285.341389477253
66,SobolBatch_62,f4f680f5-eb1d-451a-b0c7-4f5788e23a31,240.17559926281683,640.8419651910663,2194.15734644824,3500.776415115455,1354.4635238746803,2069.5851501077414
67,SobolBatch_63,cb81230d-a984-4859-bdd3-ff637603915b,853.3929831935093,253.50592872127893,1650.9194596235939,1796.8675092021003,5225.958573321502,219.35554593801498
68,SobolBatch_64,d938eb3a-98e7-40c5-aded-a92c54677e75,1577.153472923208,661.9451098144056,2331.365376676743,2147.8758072718047,2176.0565160463257,1105.6037172675133
69,SobolBatch_65,3a3304b9-498d-4436-8ab1-6e59adbfb97f,1455.7153978999702,278.3124799840152,1643.1152361196773,2791.739653976634,3294.686107585828,536.4311244338751
70,SobolBatch_66,cff40a8c-1801-4339-befa-8d4b31ebd40a,1244.9622441062238,616.4403015747667,166.67503790774663,1493.706749302568,4791.647220651309,1686.568446457386
71,SobolBatch_67,bf1a0e56-9b3f-4e69-bf47-e15c7ed59dae,547.5174813147167,154.70943730324507,2079.2493635400497,3090.05662679323,887.2403825322788,3241.2267085164785
72,SobolBatch_68,15091117-a363-4b98-a45b-11ac10489ba5,651.5072433650492,684.9303212016822,996.1894681056328,2004.235832542181,3221.3912929097814,2441.7458418756723
73,SobolBatch_69,b81a45a1-e537-426c-a6e8-d8d71c2b6285,170.7199843127746,550.38868393749,2592.9019663746767,2935.760544385528,3727.56125467519,22.667566314339638
74,SobolBatch_70,70d30009-13b6-4e49-a2c4-d6b243773103,1675.182020837674,133.9472459629178,749.518399320853,1118.1701303820591,1511.8503688524168,4811.331834644079
75,SobolBatch_71,ff12832a-7dc9-4767-80ab-db3430fbe5af,771.5047069103457,344.3653441034258,1635.597286544118,2476.7240710812625,2852.7695691833896,1919.0390221774578
76,SobolBatch_control_6,d107705e-c625-43e8-b282-c374306f9805,739.6697222781366,427.0686506293714,1856.7212829769896,1706.73249814054,4027.093018094699,1242.7148278802633
77,SobolBatch_72,8b820b5e-faa6-49e8-8272-b511e793020b,785.4082893936429,565.5050452798606,1129.4958273771526,1543.4240469771903,969.9923923859994,5006.174398586154
78,SobolBatch_73,ed08b72a-03e0-4ac0-8c14-619d12b71c8b,1082.5510349732358,107.87707865238191,1086.6722588132443,2496.2269328532275,4660.532132411997,566.1405622959137
79,SobolBatch_74,5b6995dc-967d-49cf-857a-20b25990dd6a,1695.7684129052795,797.3722663708031,703.7347119891392,1661.9164195056078,3425.7549835989876,1715.4532056301832
80,SobolBatch_75,0b44fe1e-e1ae-4321-893f-d8471687624c,1312.5293209813535,416.472383029759,1838.0450141554074,1477.4859322942793,2307.194045434396,2648.273304104805
81,SobolBatch_76,c60e6fcd-c457-40d8-9d2b-bcf72793a4c1,1114.331674847519,489.19507591053843,399.27687037580927,2923.317598237889,4279.141696790854,794.73708383739
82,SobolBatch_77,bda382f7-2b73-4941-ac9e-9a794d0e2ed3,507.9614634755999,732.6851607300341,2484.911837050069,3192.1069470476364,2749.532187978427,332.8024037182331
83,SobolBatch_78,0cc6035c-a149-4764-9896-a26aecb380ff,1410.2628373566547,587.635686248541,734.4216053544842,2377.6590584891387,1454.000166306893,3436.0206462442875
84,SobolBatch_79,f9d13a27-bbf3-4a4b-add5-24313ff8742b,309.83752873702906,172.56010062992573,1203.710346574274,2253.049330585869,3830.844132850568,2229.9985606223345
85,SobolBatch_80,ac123a84-c824-4fb2-a6f5-1034a037367e,1591.5482487569097,271.9364787451923,208.58275445954223,2827.9501160613727,1084.3063189337652,4015.6760830432177
