,uuid,amplitude_distance,phase_distance,sum_ap_distance,sphere_diameter_nm,sphere_pdi,processes_status
0,770a433d-0480-4cee-bf12-ce066c24db55,1.07961002527149,0.4074514227631183,1.4870614480346083,47.47416096827294,0.5911719746635262,success
1,fed3ab35-04e9-4916-8527-8627191a3bdc,0.4741131494896274,0.17753993414005936,0.6516530836296868,107.45964297412084,0.13238281775803734,success
2,4ab46dcc-3395-4e7b-bb87-52e805e12abb,0.9794128218435959,0.5400223793633144,1.5194352012069103,66.70955587438611,0.9999999999972168,success
3,23850c30-c572-41ad-abf0-7e1bd4fa7397,1.1764890310578153,0.4450892571613868,1.6215782882192022,21.50092548717238,0.5596683638320946,success
4,96ef6012-d812-4975-8b77-8ed7e78669fb,1.0032744598458416,0.5202165008189303,1.523490960664772,67.30737531011968,0.5676664442118949,success
5,d03dab18-5712-44f7-9334-14047212632e,,,,,,failed
6,a180d359-a229-4b3e-a615-2991fd549f42,1.0351569268708647,0.5155803811383333,1.550737308009198,100.92297684631657,0.7229702453654127,success
7,ef17f542-90a3-44a8-a6b8-acb920953fab,0.8068979210506357,0.41879408075972024,1.2256920018103559,85.80864395508446,0.6581028803203814,success
8,e0368e49-ecc3-4ebf-9a19-4e942c829517,1.028272954526955,0.5366588222952428,1.5649317768221978,102.91954498579624,0.7492563216860753,success
9,4d5fd07b-987b-49df-b4ba-54d2a337d945,,,,,,failed
10,6b50a94f-b7f2-402e-a210-e89f507b8861,1.4044509919075412,0.5635303294124221,1.9679813213199633,77.33928268775806,0.6309382416635361,success
11,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,,,,,,failed
12,0e6edb88-77c3-4984-a38d-198341bba9e1,0.9328133331440207,0.5720138724619775,1.5048272056059981,93.46348897106233,0.7179995156180334,success
13,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,1.0756011250195852,0.40111621328086416,1.4767173383004493,55.53847459085036,0.49037555511882003,success
14,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,0.9415244828427013,0.6538516876179494,1.5953761704606508,95.59481487010206,0.720053195872806,success
15,3584700a-8b01-4e59-a53a-1300fd3fac0a,0.9180219056999096,0.46781675039974246,1.385838656099652,96.63182859873368,0.7043638135061605,success
16,fa1dfc55-e5e0-4514-a66a-e29a5351518a,1.8328008452885405,0.6335930664657637,2.466393911754304,77.40994621753525,0.6343697517341421,success
17,68831f53-4a51-4f12-b385-10c50c8fab46,1.091741202174454,0.541297482132687,1.633038684307141,94.82855683181945,0.6952533253535425,success
18,4bec4e18-80bb-44d9-8508-cc464f14b287,0.7223245154313936,0.5676822781233972,1.2900067935547908,73.26238077017138,0.9999999999999956,success
19,41414be7-3e27-4b4d-b70e-e31d54a733d3,1.3708541224913748,0.43986391152348536,1.8107180340148603,13.756148030179697,0.4458379495690773,success
20,81f8f6c2-0e42-4680-bc11-c0be02bfd641,1.0448240010040795,0.6158754737990079,1.6606994748030872,88.14508845059541,0.7058236092855514,success
21,47d95862-b511-4a42-b8b1-961b605f26a3,0.8843202160974261,0.37716646480953375,1.2614866809069598,59.08311252911553,0.5362575144008612,success
22,6abcfcc8-cf8d-4a5e-a92f-f3afd8023fbd,1.1605008105528878,0.5751905659380556,1.7356913764909434,91.71148937858456,0.7046168438252012,success
23,89b8593e-8436-4dfb-8430-1367d273cbc2,0.8791593462867798,0.3572078623643369,1.2363672086511168,118.81473834619983,0.2595049283713595,success
24,8559907a-1b27-4673-ae0e-602b83d86deb,1.3036533573267746,0.47339264526464037,1.777046002591415,25.853177111766307,0.2480709820614767,success
25,fe8e4a28-cb6b-4396-adc3-a51f49838d54,1.363966163175561,0.45198913913652816,1.8159553023120893,15.084977107415034,0.46516824669957024,success
26,b683d769-9cd7-454a-b546-4e86afe5e3f4,0.9828933770871573,0.4677854309969518,1.450678808084109,96.17688105171476,0.7260936832162548,success
27,1c809d50-4605-4865-aa13-13649203ede8,1.2367581177064522,0.595571398855652,1.8323295165621043,87.70654542333608,0.691417535550259,success
28,f5e32498-0689-4e74-9a45-9c17edf776b9,1.0367347049715148,0.4534161829884121,1.4901508879599268,78.44809465051871,0.9999999999992168,success
29,403cbac3-a2e0-44f0-aca4-9313b8775a4e,0.7856557749486369,0.5410933476044919,1.326749122553129,93.03930130817612,0.6909961258501751,success
30,a6974af8-5b2d-431a-94df-d35c0be3ee54,1.094172911599814,0.5979680841446386,1.6921409957444526,90.45085735458761,0.6966093137031056,success
31,289532b3-a4c8-4db7-93ff-9edc14d5d2c8,1.0306188603230082,0.4575875545264531,1.4882064148494614,96.85225431216182,0.7255104343484149,success
32,1edc0740-a22f-4216-bd49-d80627b2fb63,1.0255342664788878,0.446720454555192,1.4722547210340797,150.10092408167174,0.30646657900976454,success
33,1e52819b-5c95-48c2-8f70-d460a28eff49,1.0197499382027044,0.635687042069724,1.6554369802724285,89.49361772427783,0.7014142161257277,success
34,0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,1.0216142393824825,0.48195758737569144,1.503571826758174,70.24407221268629,0.9999999999991377,success
35,a9ad98c9-82d7-4c69-851e-56ddb16bd5f5,1.0171272662399005,0.5023581267177498,1.5194853929576504,102.52441709868972,0.7321574296427295,success
36,48117328-d486-4f9f-96ab-b0034fe30cd5,0.958044590115025,0.4141078669361939,1.372152457051219,148.45172408364388,0.18409529218414825,success
37,c2755e87-75e2-48c6-b27a-739971d1775c,1.039897309092386,0.43687386820509355,1.4767711772974796,104.83519849776717,0.747535200682335,success
38,fedab157-3d87-4f8b-b09b-590c966aa0ba,0.9201358226320381,0.48053818736885223,1.4006740100008903,101.5085591651404,0.7206992494872633,success
39,f59733f7-c03c-4712-934e-fb6ea464b604,0.7914097735645889,0.493978820727685,1.2853885942922738,70.27464036450392,0.9999999999993889,success
40,ecc20fb9-daca-4f65-97ce-f1329696f7ec,0.7458735752079448,0.4392792945681837,1.1851528697761284,70.91176759167179,0.9999999999997198,success
41,3ae01d8c-6757-4aa4-8701-a4f231f6a81c,1.0374244627618112,0.43897362246664323,1.4763980852284544,99.8604250533009,0.7383733603914038,success
42,48c60f84-a45b-4017-9430-12b3234fdc0e,0.7999430372949168,0.5461067582439917,1.3460497955389084,82.43245150577961,0.6612752481908926,success
43,2a0a2e87-67a7-401a-943d-423159a4a939,1.0263263073571058,0.6156165097067532,1.641942817063859,93.5950843223125,0.6992177311416425,success
44,43cd6089-f940-463f-bd40-a1f2bf168f67,1.0810386751410883,0.45255836910429886,1.5335970442453872,102.14590799552529,0.7424762689115191,success
45,9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,0.9532858179615621,0.5846079269046948,1.5378937448662569,96.17425049027898,0.7083835549876758,success
46,ff3ac045-3c39-4fb0-b2c9-bf69d7600548,,,,,,failed
47,5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,,,,,,failed
48,9aed2e5c-7127-46bd-8331-51407d127d8f,1.0010560915030922,0.4763733177574904,1.4774294092605826,95.34129809175595,0.6965291969773229,success
49,5edc0763-1f2c-44f2-bf68-db785ae258b0,1.6498357875104286,0.783951975307381,2.4337877628178095,265.66365469123525,0.17653636989336705,success
50,320cdd85-691d-48fb-9eac-d27b2fc5e5f5,1.0010574822931613,0.40181608321335616,1.4028735655065174,98.10238658342762,0.4203160117337126,success
51,bf04b495-3291-4508-a497-e6d96dc52362,0.9263692317260235,0.3928776585466825,1.319246890272706,127.18605988013242,0.38114688867057267,success
52,649ddf37-37fe-4a30-896b-010286133a28,,,,,,failed
