uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,dilute_well,target_volume,teos_vol_frac,ammonia_vol_frac,water_vol_frac,ethanol_vol_frac,ap_distance,experiment_status
4fd21940-a331-4524-b730-cf76de1b4d8d,50.0,124.0,165.0,1361.0,0.3626822789443211,7.951422408600025,0.0096739219879481,,,,1700.0,0.029411764705882353,0.07294117647058823,0.09705882352941177,0.8005882352941176,,incomplete
8933d4b1-8929-4b58-a491-a0c55df30fed,83.0,58.0,175.0,1384.0,0.2181929202329421,13.216927464563108,0.0160854894089258,,,,1700.0,0.0488235294117647,0.03411764705882353,0.10294117647058823,0.8141176470588235,,incomplete
130093e4-2947-4d37-b73a-ed4c23442ab8,20.0,64.0,49.0,1567.0,0.9037943316576286,3.1908144353050045,0.0039823679231771,,,,1700.0,0.011764705882352941,0.03764705882352941,0.028823529411764706,0.9217647058823529,0.9043079618575716,complete
a3f7d49b-cc77-4468-aae0-ad451027ddc0,181.0,9.0,228.0,1283.0,0.1007433271746606,28.62561800247308,0.0343568351862768,,,,1701.0,0.10640799529688419,0.005291005291005291,0.13403880070546736,0.7542621987066431,1.4676588875830987,complete
f69628da-ff56-4f3a-ba2e-816036b87557,100.0,52.0,15.0,1534.0,0.1829714098338731,15.76115089575115,0.0196304299841148,,,,1701.0,0.058788947677836566,0.030570252792475015,0.008818342151675485,0.9018224573780129,1.4984385713003978,complete
eb5c038c-56ff-4457-93db-9b9702e3ff43,211.0,12.0,61.0,1415.0,0.0863781590983713,33.38621742002805,0.0409399336464846,,,,1699.0,0.12419070041200707,0.007062978222483814,0.03590347263095939,0.8328428487345497,1.627392739362228,complete
56898b1b-5aed-4595-ade6-5b73d45a7808,101.0,100.0,33.0,1467.0,0.1807631403602393,15.953694952703588,0.0197358794954142,,,,1701.0,0.059376837154614934,0.058788947677836566,0.019400352733686066,0.8624338624338624,1.7085548195732012,complete
ba91b97c-6a58-431f-99ae-091ae1a16bc8,23.0,33.0,19.0,1625.0,0.7794690471515859,3.699749221009375,0.0046496041247907,,,,1700.0,0.013529411764705882,0.019411764705882354,0.011176470588235295,0.9558823529411765,10.943193115906624,complete
e34d9838-8677-405f-b825-5068facac35e,39.0,137.0,186.0,1338.0,0.4722367515525867,6.106767401136641,0.0074069572647527,,,,1700.0,0.022941176470588236,0.08058823529411764,0.10941176470588235,0.7870588235294118,1.4341773168126055,complete
4ccc9a11-4c0b-48a4-848e-edcdd5c8da69,69.0,19.0,33.0,1579.0,0.2632899430410233,10.953095916582988,0.013683645647598,,,,1700.0,0.04058823529411765,0.011176470588235295,0.019411764705882354,0.9288235294117647,10.943193115906624,complete
4b56c2d8-0a77-4566-b8fe-51e66454dd75,19.0,48.0,160.0,1472.0,0.942469956960566,3.0598747246016065,0.0037599236093864,,,,1699.0,0.011183048852266038,0.028251912889935255,0.09417304296645085,0.8663919952913478,0.5432465091154008,complete
