,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,well
16,08f1d123-975c-4dca-b962-6134f27e4ddc,233.761093841563,332.3775319419801,403.81300222759603,730.0483719888608,0.46264038061813145,12.986328586304426,0.01581232712346548,C3
17,d91aa15e-1296-4485-94d0-0cf924b116de,377.4185705950717,61.77061957146507,187.66130258815826,1073.1495072453054,0.2865447803960911,20.96705440488267,0.025884873775891357,C4
18,1537344f-106d-4cb9-b1de-3262334f8665,270.87481807067525,472.8669037097599,720.8596485980088,235.39862962155598,0.3992520316168858,15.048138830174208,0.017929472479935385,C5
19,7c2bc3ea-ff76-42ba-88f9-86fb14a0f437,128.20372404700612,150.09839427808765,232.85678926294202,1188.8410924119642,0.8435583461594223,7.122210369150401,0.008830148741304344,C6
20,1ec7142f-1f4f-44ee-965b-da3a052e0b2a,56.18598234909588,391.16478053096216,109.43744303591085,1143.2117940840312,1.924809657266973,3.121347597835064,0.003879226486997703,C7
21,13735048-3ac7-447e-8bca-7af4fda689cb,314.1255497356877,232.02369562648232,503.96463880792726,649.8861158299027,0.3442805639960487,17.4508834604702,0.021134804824189165,C8
22,f041b533-6c1d-4be3-aa7b-01521b804bf8,449.23658807273034,310.0217811748618,311.05987943366637,629.6817513187416,0.24073578221340833,24.956821726958758,0.030318071841692277,D1
23,1c5c16fb-5f52-451d-a370-36a6418ab246,190.71008468214424,84.3495519374963,620.6872426361543,804.2531207442051,0.5670770982500488,10.594679309991836,0.01286258458485601,D2
24,0a4b4bec-376d-4106-853e-53c50b36e515,159.85013909884728,449.1710024045316,344.7066779189045,746.2721805777167,0.676554440541937,8.880290542749881,0.010840132670351714,D3
25,ee885bbe-4e05-426d-9772-0e1e3293e727,476.5568245609291,175.0032529231394,565.0604924265062,483.3794300894251,0.22693478690230046,26.474566028462412,0.031825917384201284,D4
26,da675871-7139-4a31-8e76-317fb87385fa,352.88006020397887,367.14307320266965,33.14850811099168,946.8283584823598,0.30647047998704696,19.603845695852762,0.024214029810112832,D5
27,9f769eed-2173-4aa3-b71b-60f6488e526f,35.3547815845348,26.472272344934755,514.3765291892225,1123.7964168813078,3.058916406257144,1.9640942092142109,0.002415430114741459,D6
28,c62bf89a-0e46-4e1c-9e83-89c38787a58e,107.17631153909024,274.44258668648547,643.306461320375,675.0746404540492,1.0090599300865752,5.954056662902595,0.007203661700053918,D7
29,77c8bfe5-d105-433e-8fcc-12675094a30e,309.8255402823212,118.9465080244001,244.57715068019456,1026.6508010130842,0.3490587681377873,17.21200138318372,0.021203027155585,D8
30,fa064c37-87e6-4f7f-9189-02b4ddf6dd6e,404.54259533991575,415.7887919141679,436.1955483601196,443.47306438579676,0.26733234688846785,22.473898388759377,0.0270878638340153,E1
31,4808d774-6c9b-4436-86ed-5355d9731910,203.09736000162084,208.15920914746818,133.34302341446747,1155.4004074364434,0.5324900403811667,11.282840136689426,0.014001379143477623,E3
