,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,well
0,c563cb4d-d727-437f-9a6a-fef3eccbbe50,222.617091312306,399.058218456991,590.7501289171865,487.57456131351637,0.4857997236018741,12.3672363488698,0.01489041655398345,A1
1,3ef8b92f-f2eb-4134-ad6c-ae3329408457,424.57842498896645,225.5927443709923,374.59858630432285,675.2302443357185,0.25471694995190075,23.586965850268367,0.02865128387862649,A2
2,0507cf19-673b-4d6b-922e-c21f718ad4fe,290.22503400561396,259.03940542596393,534.5883983297507,616.1471622386716,0.3726326428011702,16.12311781071138,0.01949766955801159,A3
3,82fc5e1c-5d6e-4ecd-82c3-eb912535a0d7,87.22124142413959,134.097490528808,46.585716958134434,1432.095551088918,1.2399195386668764,4.845475704382897,0.00608004061539814,A4
4,9964ab9f-5b01-4ae2-b492-a1be55ce083f,44.19831236132887,353.3115894668503,274.4476301724789,1028.042467999342,2.4468654039196864,2.455386385526419,0.003029340960748646,A5
5,d263a9a8-70c2-49a4-badb-03a72fa16632,362.0149456667947,39.59905222188682,668.9746479810449,629.4113541302736,0.298737172934601,20.11132374649358,0.024235321335039806,A6
6,586ae478-4dab-4d7d-9382-ab359a49387a,467.8572641851148,437.60802490955695,146.75878243159968,647.7759284737285,0.23115452020807206,25.991271962114098,0.031714175237740734,A7
7,7386215f-7150-48a6-b35f-96cbe5b743cf,150.57127123244572,186.8166870817076,456.38598860751375,906.226053078333,0.7182467182708316,8.364813715354206,0.01022918192814453,A8
8,d408858a-bbae-4227-8e64-6c368a1f3398,171.12099202636165,296.2208037767094,158.4770501611987,1074.1811540357303,0.6319933057185121,9.506429808096648,0.011765516176443183,B1
9,0c042bd5-e5ed-4460-9bb9-d8556dba293c,429.27186186129694,97.50683986677323,378.8307076422265,794.3905906297033,0.25193200635059365,23.847704335109952,0.029060248041428215,B3
10,8fbd8649-0d61-4edc-9fe3-1ca354becc5a,333.6268459009706,379.5761234605685,220.12725731113457,766.6697733273263,0.3241565322374341,18.534255529360536,0.02267476677991502,B4
11,d4ebf798-d856-406f-9732-f11da412170b,76.23849304842297,243.81145192428957,701.3551004259148,678.5949546013726,1.4185395999351869,4.23534175589776,0.0051187484550172776,B5
12,e44ddf37-b7d0-420b-bf6c-02535ca6803a,119.51381976767443,456.1075797247002,478.96089439254723,645.4177061150781,0.9048938577881738,6.639452736131192,0.008057944617542806,B6
13,238ebc43-fbc1-4049-b506-1dc041dedb42,261.5845365833491,167.5031772590708,80.23176171581727,1190.6805244417628,0.4134316303292349,14.532027932201387,0.018066777038742963,B8
14,8aacf82b-9869-48dd-ad8a-85eaca6ce824,386.24542032158934,317.0017860666616,601.1612655709265,395.5915280408226,0.27999638504070173,21.457419884641173,0.025728811889969946,C1
15,a635324c-8eea-4566-af05-e39d8101ef91,242.9144144497812,76.94903574641795,298.3088976518483,1081.8276521519524,0.44520750929306924,13.494830780235292,0.01663687156810228,C2
