,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,teos_vol_frac,ammonia_vol_frac,water_vol_frac,ethanol_vol_frac
0,4bec4e18-80bb-44d9-8508-cc464f14b287,50.2210523417439,124.2406098557808,164.94082575473143,1360.597512047744,0.0295417954951434,0.073082711679871,0.097024015149842,0.8003514776751435
1,a180d359-a229-4b3e-a615-2991fd549f42,166.90637082978213,105.54729587184796,82.83123966184186,1344.715093636528,0.0981802181351659,0.0620866446304988,0.0487242586246128,0.7910088786097224
2,3584700a-8b01-4e59-a53a-1300fd3fac0a,83.47789513445348,57.71626609380468,175.10171902700475,1383.7041197447372,0.0491046441967373,0.0339507447610615,0.1030010111923557,0.8139435998498454
3,0e6edb88-77c3-4984-a38d-198341bba9e1,190.43688659323485,103.85934509699324,139.81285817734036,1265.8909101324314,0.1120216979960205,0.061093732409996,0.0822428577513767,0.7446417118426067
4,68831f53-4a51-4f12-b385-10c50c8fab46,75.22550384759337,170.91415924001222,187.560764311135,1266.2995726012591,0.0442502963809372,0.1005377407294189,0.1103298613594912,0.7448821015301527
5,fed3ab35-04e9-4916-8527-8627191a3bdc,20.15313116744084,63.83954787011946,49.461665199018725,1566.5456557634209,0.011854783039671,0.0375526752177173,0.0290950971758933,0.921497444566718
6,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,180.7989295678836,8.839735230185184,227.60965678943137,1282.7516784124998,0.1063523115105197,0.0051998442530501,0.1338880334055478,0.7545598108308822
7,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,247.36551526512807,88.81269067913773,77.66185479923394,1286.1599392565,0.1455091266265459,0.0522427592230222,0.0456834439995493,0.7565646701508824
8,770a433d-0480-4cee-bf12-ce066c24db55,99.54716822056066,52.05975691675929,14.533589052896684,1533.8594858097836,0.0585571577768003,0.0306233864216231,0.0085491700311156,0.9022702857704608
9,41414be7-3e27-4b4d-b70e-e31d54a733d3,141.39397785460312,8.798970601811643,12.093150499517836,1537.7139010440674,0.0831729281497665,0.0051758650598892,0.0071136179408928,0.9045375888494512
10,6b50a94f-b7f2-402e-a210-e89f507b8861,236.7727433174201,161.03389912605078,71.02939845947752,1231.1639590970517,0.1392780843043647,0.0947258230153239,0.0417819990938103,0.724214093586501
11,fa1dfc55-e5e0-4514-a66a-e29a5351518a,212.8129276281497,116.07062358277798,172.18175012870827,1198.934698660364,0.1251840750753821,0.0682768374016341,0.1012833824286519,0.7052557050943317
12,ef17f542-90a3-44a8-a6b8-acb920953fab,79.09535853399576,32.61406968364799,105.16065324053848,1483.129918541818,0.0465266814905857,0.0191847468727341,0.061859207788552,0.8724293638481281
13,23850c30-c572-41ad-abf0-7e1bd4fa7397,210.8667967042741,12.467859020547303,61.26151288896466,1415.403831386214,0.1240392921789847,0.007334034717969,0.0360361840523321,0.8325904890507142
14,4ab46dcc-3395-4e7b-bb87-52e805e12abb,100.76327329779082,99.75853847640528,32.791727661481595,1466.6864605643225,0.0592725137045828,0.0586814932214148,0.0192892515655774,0.8627567415084249
15,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,201.602262542762,166.8734375746814,175.2535115044569,1156.2707883780995,0.1185895662016247,0.0981608456321655,0.1030903008849746,0.6801592872812351
16,96ef6012-d812-4975-8b77-8ed7e78669fb,231.0303178338392,58.108500544687296,21.69057434927056,1389.170607272203,0.1359001869610819,0.0341814709086395,0.0127591613819238,0.8171591807483547
17,e0368e49-ecc3-4ebf-9a19-4e942c829517,93.31712335369282,96.1366816448103,233.57672041073312,1276.9694745907636,0.0548924255021722,0.0565509892028295,0.137398070829843,0.7511585144651551
18,d03dab18-5712-44f7-9334-14047212632e,173.79449816220804,169.4022986637357,41.13656972943761,1315.6666334446186,0.1022320577424753,0.099648410978668,0.0241979821937868,0.7739215490850697
19,4d5fd07b-987b-49df-b4ba-54d2a337d945,225.02384879691184,122.33135082632884,220.0688605903171,1132.5759397864422,0.1323669698805363,0.0719596181331346,0.1294522709354806,0.6662211410508483
20,6abcfcc8-cf8d-4a5e-a92f-f3afd8023fbd,127.0004986709804,157.64374118481717,59.86794127580763,1355.487818868395,0.074706175688812,0.0927316124616571,0.0352164360445927,0.797345775804938
21,8559907a-1b27-4673-ae0e-602b83d86deb,23.367554851403256,32.59316607629248,18.96466125322551,1625.0746178190786,0.0137456205008254,0.0191724506331132,0.0111556830901326,0.9559262457759288
22,b683d769-9cd7-454a-b546-4e86afe5e3f4,38.57024184247005,137.34036043330406,186.4782395966573,1337.6111581275686,0.0226883775543941,0.0807884473137082,0.1096930821156807,0.7868300930162169
23,a6974af8-5b2d-431a-94df-d35c0be3ee54,107.90392542015304,91.49860259777262,93.28708580085724,1407.3103861812172,0.0634728973059723,0.0538227074104544,0.0548747563534454,0.8278296389301277
24,81f8f6c2-0e42-4680-bc11-c0be02bfd641,143.1576757509081,177.11977652834574,170.28128108333516,1209.441266637411,0.0842103975005341,0.1041881038402033,0.1001654594607854,0.7114360391984771
25,f5e32498-0689-4e74-9a45-9c17edf776b9,146.37860550515137,130.1758416403234,34.756282550269496,1388.6892703042558,0.0861050620618537,0.0765740244943078,0.0204448720883938,0.8168760413554446
26,1c809d50-4605-4865-aa13-13649203ede8,205.1273772453264,67.97433264129208,228.26872919764995,1198.6295609157314,0.1206631630854861,0.0399849015537012,0.1342757230574411,0.7050762123033715
27,fe8e4a28-cb6b-4396-adc3-a51f49838d54,69.17957254238054,19.29049085928303,32.98459167721375,1578.5453449211225,0.0406938662014003,0.0113473475642841,0.0194027009865963,0.9285560852477192
28,89b8593e-8436-4dfb-8430-1367d273cbc2,19.326118121606942,48.380129694438594,160.40620246173955,1471.887549722215,0.0113683047774158,0.0284588998202579,0.0943565896833762,0.86581620571895
29,403cbac3-a2e0-44f0-aca4-9313b8775a4e,83.07116825519711,102.07419160116066,41.69362489554654,1473.1610152480955,0.0488653930912924,0.0600436421183298,0.0245256617032626,0.8665653030871151
30,47d95862-b511-4a42-b8b1-961b605f26a3,90.82144523655926,13.532395937428545,120.98473643863504,1474.6614223873771,0.0534243795509172,0.0079602329043697,0.0711674920227265,0.8674478955219865
31,649ddf37-37fe-4a30-896b-010286133a28,229.96529601459093,158.88989210068652,58.54650992434074,1252.5983019603816,0.1352737035379946,0.0934646424121685,0.0344391234849063,0.7368225305649304
32,a9d67fc5-2e59-4f51-a904-9cac957c9e73,80.17300420349086,36.7082323846744,40.44922520624596,1542.6695382055889,0.0471605907079358,0.0215930778733378,0.023793661886027,0.9074526695326992
33,5d67ff81-9548-4a2f-9496-5d3c3c25b3eb,238.3918466334671,121.69629745694716,216.0113697206898,1123.9004861888957,0.1402304980196865,0.0715860573276159,0.1270655116004057,0.6611179330522917
34,289532b3-a4c8-4db7-93ff-9edc14d5d2c8,100.72073371561024,56.41003917053458,229.21385452915365,1313.6553725847016,0.0592474904209472,0.0331823759826674,0.1348316791347962,0.7727384544615892
35,43cd6089-f940-463f-bd40-a1f2bf168f67,63.32653758949563,104.92040766772102,116.35742694632464,1415.3956277964587,0.0372509044644091,0.0617178868633653,0.0684455452625439,0.8325856634096815
36,fedab157-3d87-4f8b-b09b-590c966aa0ba,79.17455835484178,63.5123068636842,236.2034517196601,1321.109683061814,0.0465732696204951,0.0373601805080495,0.1389432068939177,0.7771233429775376
37,48117328-d486-4f9f-96ab-b0034fe30cd5,213.96023272880265,37.943678392016224,109.14368475310854,1338.9524041260725,0.1258589604287074,0.022319810818833,0.0642021675018285,0.7876190612506309
38,2027f32f-4921-4edd-95bb-849ab8220e8c,136.0504166665083,77.73521219434689,163.25380730506953,1322.9605638340752,0.0800296568626519,0.0457265954084393,0.0960316513559232,0.7782120963729854
39,1e52819b-5c95-48c2-8f70-d460a28eff49,207.6019981216617,178.07089154222822,45.094509067166086,1269.232601268944,0.1221188224245068,0.1047475832601342,0.0265261818042153,0.7466074125111436
40,ecc20fb9-daca-4f65-97ce-f1329696f7ec,32.66267181532395,146.57619431869676,137.5305969560077,1383.2305369099718,0.0192133363619552,0.0862212907757039,0.0809003511505927,0.813665021711748
41,f59733f7-c03c-4712-934e-fb6ea464b604,31.89500728136396,130.2946172460637,89.35313858654402,1448.4572368860283,0.0187617689890376,0.0766438924976845,0.0525606697567906,0.8520336687564872
42,c2755e87-75e2-48c6-b27a-739971d1775c,78.2279023216347,134.9356026919215,66.51648409701009,1420.320010889434,0.0460164131303733,0.0793738839364244,0.0391273435864765,0.8354823593467257
43,2a988138-57f5-40bf-851c-3df09f642f05,93.96342886355411,53.95463881225708,129.8297232383711,1422.252209085818,0.0552726052138553,0.0317380228307394,0.0763704254343359,0.8366189465210693
44,0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,34.80937334281116,115.62254977188736,136.5583750468186,1413.009701838483,0.0204761019663595,0.0680132645716984,0.0803284559098933,0.8311821775520488
