# #q, USAXS_int, USAXS_sub
2.350622595475561349e-01,1.927125653703571327e-05,-7.220226376931152522e-06
2.398913356118374529e-01,1.860042270795553377e-05,-8.716006932203122114e-06
2.448196193314841895e-01,1.880034800437599738e-05,-8.097829023814095788e-06
2.498491488104215841e-01,1.910782691272075689e-05,-7.554180925100919500e-06
2.549820040230098561e-01,2.010671642892945010e-05,-6.728029518185151589e-06
2.602203076742213850e-01,1.938441022278056911e-05,-7.328522131244627491e-06
2.655662260774910299e-01,1.991957235840200325e-05,-9.102917934738875903e-06
2.710219700506015794e-01,1.958758517859543420e-05,-8.817469389699384612e-06
2.765897958299710635e-01,1.966009719083242692e-05,-7.995005040510584865e-06
2.822720060037260947e-01,1.924490223197553580e-05,-9.579693010306286903e-06
2.880709504639422103e-01,1.854349961193424342e-05,-9.011877091727638647e-06
2.939890273784489527e-01,1.910918212712662211e-05,-7.693091422812302577e-06
3.000286841825960948e-01,nan,nan
