# #q, USAXS_int, USAXS_sub
2.248251014685229588e-04,3.653694725695605383e-01,8.742934921501410717e-03
2.294422437256222341e-04,3.463685148170436157e-01,9.282982523314997625e-03
2.341542063674697247e-04,3.269911702025624090e-01,9.260526351734632566e-03
2.389629366819900349e-04,3.095431244332498832e-01,9.990539842897883105e-03
2.438704219477730892e-04,2.905441549470591522e-01,8.133941371152753064e-03
2.488786902553461106e-04,2.763755923778595802e-01,8.492279137231162345e-03
2.539898113453117195e-04,2.607508563126290646e-01,8.509559364278884708e-03
2.592058974636996384e-04,2.458936062088259433e-01,7.580201551129428506e-03
2.645291042348819574e-04,2.323493588861342551e-01,7.868423835773852293e-03
2.699616315524177158e-04,2.186568824417848000e-01,6.604151293243487597e-03
2.755057244881909014e-04,2.073093213998796480e-01,6.757139721501409513e-03
2.811636742202197115e-04,1.958272176125011588e-01,5.952345041698697825e-03
2.869378189795193136e-04,1.862354578949933226e-01,6.992833474343651545e-03
2.928305450164104206e-04,1.754861593010640375e-01,5.920787679736555509e-03
2.988442875866719113e-04,1.662743891006344954e-01,5.940870322493851940e-03
3.049815319579474854e-04,1.577069005065864227e-01,6.428157913584586769e-03
3.112448144368172662e-04,1.495543598015950382e-01,5.839512672012270311e-03
3.176367234169648877e-04,1.415523940535212133e-01,5.449244856094992429e-03
3.241599004488692468e-04,1.340347760707233937e-01,5.020432741113911579e-03
3.308170413314634396e-04,1.262524656936794554e-01,3.850829300909686115e-03
3.376108972262150515e-04,1.200343293256073696e-01,3.392401392659033510e-03
3.445442757940819756e-04,1.142938550074321935e-01,3.132352297498683380e-03
3.516200423558209155e-04,1.084882334626218053e-01,2.813640867428662817e-03
3.588411210761229659e-04,1.029780102807997255e-01,2.464567076197438089e-03
3.662104961720680099e-04,9.823223774114163420e-02,2.420473851641888330e-03
3.737312131463960715e-04,9.329969611240013228e-02,2.506271772417065224e-03
3.814063800461063342e-04,8.881421450969458065e-02,1.891699570548688314e-03
3.892391687469027271e-04,8.454171363272569573e-02,2.092917478569419898e-03
3.972328162640201559e-04,8.043802735462152187e-02,1.825986545379965076e-03
4.053906260899658889e-04,7.685232982223993980e-02,2.137115028128841465e-03
4.137159695597384225e-04,7.324162834837603941e-02,2.066878408487141106e-03
4.222122872440807776e-04,7.009744475617762927e-02,2.204913310769454626e-03
4.308830903713464344e-04,6.692389981715216041e-02,2.013942475575666857e-03
4.397319622785681435e-04,6.407872735685736509e-02,2.007443904022229719e-03
4.487625598923218064e-04,6.135845372636983264e-02,1.796755066810748480e-03
4.579786152400071590e-04,5.880348281083593726e-02,1.732180313529223248e-03
4.673839369921626045e-04,5.618970594145139552e-02,1.816313108076797467e-03
4.769824120364542534e-04,5.366256029150804491e-02,1.739528489820924007e-03
4.867780070839894217e-04,5.128811920255214180e-02,1.455056157747575130e-03
4.967747703086186064e-04,4.911795411000274142e-02,1.620545728179795253e-03
5.069768330199028597e-04,4.672081923208185744e-02,1.236157387684809483e-03
5.173884113704375247e-04,4.485654298196594530e-02,1.708294992123639278e-03
5.280138080982418880e-04,4.302070073239899067e-02,1.713449528367799735e-03
5.388574143049253357e-04,4.076740752869512791e-02,1.155994418292914661e-03
5.499237112703772449e-04,3.903245940331830782e-02,1.484551630142771916e-03
5.612172723047211204e-04,3.729877576166351627e-02,1.360680884021199522e-03
5.727427646383018937e-04,3.591478371666956965e-02,1.518104330995376228e-03
5.845049513504899357e-04,3.450264260758423296e-02,1.530594387165983006e-03
5.965086933380897832e-04,3.316186578125186746e-02,1.509246625825196031e-03
6.087589513241802811e-04,3.169827796210726578e-02,1.249112323908563305e-03
6.212607879082053660e-04,3.044739345601710223e-02,1.325017578187953626e-03
6.340193696581678884e-04,2.954600602635049089e-02,1.574281805888980840e-03
6.470399692457901508e-04,2.839966188557410329e-02,1.432406356027513677e-03
6.603279676255228341e-04,2.730098482502535048e-02,1.470758488758917848e-03
6.738888562583029594e-04,2.652985809599490638e-02,1.631368357773579220e-03
6.877282393809838659e-04,2.531983683926099585e-02,1.789310550856553633e-03
7.018518363223647406e-04,2.446773057020879341e-02,1.560179533842326327e-03
7.162654838667889762e-04,2.358593771043974649e-02,1.947828727113225938e-03
7.309751386662822602e-04,2.264673433450154622e-02,1.719158102763823637e-03
7.459868797022246086e-04,2.176534240252892688e-02,1.675810706960146473e-03
7.613069107975825416e-04,2.094547538057359853e-02,1.803457476560937911e-03
7.769415631807256471e-04,2.018577813382104597e-02,1.722023125627934748e-03
7.928972981019028442e-04,1.918848315027923274e-02,1.849527487449136726e-03
8.091807095034482360e-04,1.821965114049951470e-02,1.612648621623330447e-03
8.257985267448252585e-04,1.732533807679917034e-02,1.589002901256589273e-03
8.427576173836331171e-04,1.686369163985635203e-02,1.833502476534579900e-03
8.600649900137266081e-04,1.608348720353343364e-02,1.779115438264131099e-03
8.777277971616198301e-04,1.541167372817498112e-02,1.908224240781365363e-03
8.957533382423731299e-04,1.466639642272012621e-02,1.649162642741472048e-03
9.141490625761866965e-04,1.402444200316336695e-02,1.681500509590342848e-03
9.329225724669367933e-04,1.350956025861167580e-02,1.608366087851394524e-03
9.520816263439433116e-04,1.290103481639537190e-02,1.537858347717600827e-03
9.716341419682525578e-04,1.240008466548691776e-02,1.663682589310199259e-03
9.915881997047731791e-04,1.187402347913590374e-02,1.549217016069836736e-03
1.011952045861599665e-03,1.146239201523346213e-02,1.535567566488257180e-03
1.032734096097924536e-03,1.092215928770670294e-02,1.467985920798714830e-03
1.053942938901932099e-03,1.049403820409921216e-02,nan
1.075587339140118360e-03,1.011175592826035405e-02,nan
1.097676241679500101e-03,9.649218682411534603e-03,1.488223505937236874e-03
1.120218775084213907e-03,9.197305234184860109e-03,1.499032603672274463e-03
1.143224255388028843e-03,8.913442524671450970e-03,1.527686887606252708e-03
1.166702189944335364e-03,8.380390509863477541e-03,1.411207513314935956e-03
1.190662281355196837e-03,8.088143401970077778e-03,1.332647992844043262e-03
1.215114431481098024e-03,7.802837348223446573e-03,1.357825003228015949e-03
1.240068745533028094e-03,7.515748979522470126e-03,1.332125916534959015e-03
1.265535536248610111e-03,7.028978860772670118e-03,1.199547445927352796e-03
1.291525328153996345e-03,6.882769234195030943e-03,1.166630135471254104e-03
1.318048861913276044e-03,nan,nan
1.345117098767217552e-03,nan,nan
1.372741225063161489e-03,5.986707347949288271e-03,1.024727468554383243e-03
1.400932656877944098e-03,5.667368396725673899e-03,9.474128353511249850e-04
1.429703044735756816e-03,5.438782929807242129e-03,9.200879852259971278e-04
1.459064278422899904e-03,5.263055049175189085e-03,1.010083535932953559e-03
1.489028491901409675e-03,5.003231795106622380e-03,9.220511902068989629e-04
1.519608068323597414e-03,4.739864789188441042e-03,8.570902809045240558e-04
1.550815645149567976e-03,4.558148587377621082e-03,8.015796395550991646e-04
1.582664119369842255e-03,4.317971112918766660e-03,7.549585895487002409e-04
1.615166652835218737e-03,4.142220298237797582e-03,7.768603254457787100e-04
1.648336677696108895e-03,3.974302144394210000e-03,7.249541995622272965e-04
1.682187901953567958e-03,3.832976861920629578e-03,7.165413424298078260e-04
1.716734315124334321e-03,3.599336672849667764e-03,5.819730377158386508e-04
1.751990194022192554e-03,3.520709882686931264e-03,6.416594994761168694e-04
1.787970108658085621e-03,3.292829016867155397e-03,5.459020477273234147e-04
1.824688928261382782e-03,3.177541184548702147e-03,4.871762799135413192e-04
1.862161827424808121e-03,3.039346995468707093e-03,5.059004896691417057e-04
1.900404292375565017e-03,2.893464062403150027e-03,4.839247172522417005e-04
1.939432127375246250e-03,2.741008834670753593e-03,4.417790193893835447e-04
1.979261461251178699e-03,2.567949463361542638e-03,3.409027979545458872e-04
2.019908754061898806e-03,2.412771015270315580e-03,3.422194340551030015e-04
2.061390803899510946e-03,2.357664703239902709e-03,3.186788179305641809e-04
2.103724753831755657e-03,2.228885174813326903e-03,3.623778428735887312e-04
2.146928098986622055e-03,2.132995721713961106e-03,3.129521587835390733e-04
2.191018693782471882e-03,2.047017329578783469e-03,2.567667041302214292e-04
2.236014759306648950e-03,1.973184468827743343e-03,3.375713187321583396e-04
2.281934890845599331e-03,1.860372820909173648e-03,2.581815065149780861e-04
2.328798065569652985e-03,1.784196438197878636e-03,2.161333690484652618e-04
2.376623650375618828e-03,1.732595733808133150e-03,2.440674806708776051e-04
2.425431409890439760e-03,1.605082837076592800e-03,1.566460784558319774e-04
2.475241514639214477e-03,1.551360385788904186e-03,1.738209851757180086e-04
2.526074549380965747e-03,1.473727806839511848e-03,1.255173457716022255e-04
2.577951521615593367e-03,1.381290791259347618e-03,1.236920580054408445e-04
2.630893870265533716e-03,1.342704816501739170e-03,8.804602915730703853e-05
2.684923474535707254e-03,1.277128693463531594e-03,8.841898483058041429e-05
2.740062662955432011e-03,1.199835624075753539e-03,9.371261064435813110e-05
2.796334222606002787e-03,1.165087695185834877e-03,8.975494536390374485e-05
2.853761408537795405e-03,1.126468525435547112e-03,6.162159074511622085e-05
2.912367953380757060e-03,1.048223114756421633e-03,5.842735014275528618e-05
2.972178077152273518e-03,1.009989909939660712e-03,6.545846984125250172e-05
3.033216497266430760e-03,9.642751334813257167e-04,5.317017356983857676e-05
3.095508438748864784e-03,9.609456469191442803e-04,8.381045031448212685e-05
3.159079644661368091e-03,8.956422342812361088e-04,3.252666499582084012e-05
3.223956386740589684e-03,8.599320979502822091e-04,4.543119385909193900e-05
3.290165476255219133e-03,8.045011416483784658e-04,1.773057834032949233e-05
3.357734275086136401e-03,7.652132443994448486e-04,4.989265951714700643e-06
3.426690707034111844e-03,7.327259447514038876e-04,1.226801823294885411e-05
3.497063269359728006e-03,7.146099099189226001e-04,1.192981525556448697e-05
3.568881044560289362e-03,7.052049728447759482e-04,9.178974500922434075e-06
3.642173712388605857e-03,6.601046951763266677e-04,1.847705894651306864e-05
3.716971562118566007e-03,6.623161605404364466e-04,3.022727037578054176e-05
3.793305505062636532e-03,6.234035286441994006e-04,3.169262935909732907e-05
3.871207087346428908e-03,6.000882952916478282e-04,-7.510411614456455158e-06
3.950708502945575636e-03,5.647551373953798052e-04,-4.428078287662708112e-06
4.031842606990383195e-03,5.784838702218766254e-04,2.810861209505638534e-05
4.114642929343689630e-03,5.428683563581935580e-04,1.680519955003746332e-05
4.199143688457579807e-03,5.078072464295696605e-04,8.633206378202908267e-06
4.285379805514659066e-03,4.962504922682302484e-04,4.308953378025356593e-07
4.373386918859749513e-03,4.679890900104282368e-04,-5.744353097844438500e-06
4.463201398727957743e-03,4.644845037072307991e-04,1.953070034491180855e-05
4.554860362275213286e-03,4.442092011080930034e-04,7.104963822786140599e-06
4.648401688917474205e-03,4.318114751588170131e-04,1.174642339815212908e-05
4.743864035984967156e-03,4.350905048997601946e-04,8.565946704443066443e-06
4.841286854697878644e-03,4.103838123838448237e-04,1.177559074286402448e-05
4.940710406470163150e-03,3.771840054914195198e-04,6.163746237573743559e-06
5.042175779548161568e-03,3.548839546028681176e-04,-4.876776698879161341e-06
5.145724905990939346e-03,3.534332856152496609e-04,4.700860026534477588e-06
5.251400578999298845e-03,3.496776524418082144e-04,1.649177151020884318e-05
5.359246470600722255e-03,3.347139523704747923e-04,-1.355848629006458023e-05
5.469307149697470206e-03,3.321055280864270917e-04,1.705697598180301892e-05
5.581628100485338737e-03,3.113650719476535348e-04,-2.734824817401785863e-05
5.696255741250673583e-03,2.927510826988116688e-04,-2.501211944025850259e-05
5.813237443553408157e-03,3.048407918411745140e-04,4.271820110414447941e-06
5.932621551804061547e-03,2.881516472372181933e-04,-9.451766895743416840e-06
6.054457403242773442e-03,2.763196592707035351e-04,-1.438123276175648025e-05
6.178795348328643654e-03,2.666612930329261715e-04,-6.191349363442264636e-06
6.305686771547820875e-03,2.562872380308171241e-04,7.118382375345655953e-06
6.435184112648861636e-03,2.597604187466749149e-04,1.204828278805096867e-05
6.567340888314249052e-03,2.383214763425514464e-04,-4.769225475395036037e-06
6.702211714276967019e-03,2.530264385513332145e-04,1.407245766775732645e-05
6.839852327891219816e-03,2.181912703015106514e-04,8.997083082282382200e-07
6.980319611166734863e-03,2.152181011574094466e-04,-2.055497164774316033e-05
7.123671614276090754e-03,2.343186498930213040e-04,2.549132705154301013e-05
7.269967579544798879e-03,2.062774697120496278e-04,-1.569978303587988384e-05
7.419267965934072534e-03,1.856960922015904979e-04,-3.963665654712071780e-06
7.571634474026379610e-03,1.903151312781854352e-04,9.076772200677810185e-06
7.727130071524114345e-03,1.781131566044843789e-04,-9.712194464213088274e-06
7.885819019271933517e-03,1.795854284151283606e-04,6.363918847636411890e-06
8.047766897813482881e-03,1.681533271503422042e-04,-4.210245622305550670e-06
8.213040634493556230e-03,1.535971538545660773e-04,-1.156656651504021894e-05
8.381708531116758079e-03,1.581583403209299782e-04,-3.264240546718477414e-06
8.553840292174262269e-03,1.476395795401368009e-04,-8.470960153554460631e-06
8.729507053650199799e-03,1.472418574623082918e-04,6.013834244978841486e-07
8.908781412419686241e-03,1.496545711276892098e-04,-8.495140471708205248e-06
9.091737456250506902e-03,1.338771470935149052e-04,-8.735375861931697107e-06
9.278450794420994852e-03,1.301065885079683818e-04,-1.348375467768105789e-05
9.468998588966683755e-03,1.322704504643669855e-04,5.313094531100864435e-06
9.663459586568647064e-03,1.240801282586304597e-04,-8.772073606121486141e-06
9.861914151096728282e-03,1.142208658656247651e-04,-9.442024444365147142e-06
1.006444429682108906e-02,1.058266819594544421e-04,-2.496348529447574554e-05
1.027113372230580544e-02,1.040454978084081537e-04,-1.971463449963910329e-05
1.048206784499857401e-02,1.092641086773645279e-04,-4.297185638668028535e-06
1.069733383653066576e-02,1.107215772812495221e-04,6.984844722690843294e-06
1.091702065874192509e-02,1.017882335569649687e-04,-5.872008078247056362e-06
1.114121910044555547e-02,1.031171681824628519e-04,5.712780620755999106e-06
1.137002181494792610e-02,8.750862832376034729e-05,nan
1.160352335833891857e-02,9.679484897144890901e-05,2.654949958466231439e-05
1.184182022856861485e-02,9.087653000267861478e-05,1.478984268439215220e-06
1.208501090532652922e-02,9.788542493859893204e-05,5.008785074609505505e-06
1.233319589073973883e-02,8.579713969978214328e-05,-8.462622719156989107e-06
1.258647775090689959e-02,8.051452367797203458e-05,-1.076565382484978020e-05
1.284496115828518380e-02,7.723841389221089068e-05,-1.221562416315803863e-05
1.310875293494772297e-02,7.592074928135585132e-05,-8.884413716748188654e-06
1.337796209672938511e-02,7.563671530456149222e-05,-1.047309206467420917e-05
1.365269989827922609e-02,7.488603113526359843e-05,-7.844232241669852885e-06
1.393307987903802912e-02,6.800369841450581369e-05,-1.315627318166353655e-05
1.421921791016020342e-02,4.813332767143401429e-05,-3.026758377244864848e-05
1.451123224239923674e-02,6.365177235460310232e-05,-1.089051108764980751e-05
1.480924355497655574e-02,6.540514718933987360e-05,-1.069599759052555906e-05
1.511337500545398803e-02,6.523052933895808012e-05,-6.109510145247258627e-06
1.542375228063042579e-02,6.450350020884796374e-05,-4.942997276728057650e-06
1.574050364848380776e-02,6.487355860050744369e-05,-4.910896653958512115e-06
1.606376001117965774e-02,6.130871587730076064e-05,-8.488678826512041360e-06
1.639365495916838417e-02,6.270527342902764637e-05,-3.147692628354276925e-06
1.673032482639350699e-02,5.979874997450442079e-05,-6.263313179389964100e-06
1.707390874663363214e-02,5.796902555581582547e-05,-4.563662655864334210e-06
1.742454871100156122e-02,5.409624084976655462e-05,-5.125190121002175735e-06
1.778238962662418918e-02,5.357809008425072893e-05,-5.031495689696333876e-06
1.814757937652755962e-02,5.393750412141144019e-05,-8.043534805547331609e-06
1.852026888075162733e-02,5.201726688997452376e-05,-1.006578563413320146e-05
1.890061215872021819e-02,5.000387144468858877e-05,-1.038197014282334925e-05
1.928876639289183945e-02,4.745327170692912634e-05,-1.062391126977130159e-05
1.968489199371762852e-02,4.534675237170107583e-05,-8.390272599897183412e-06
2.008915266593333179e-02,4.657699978399411464e-05,-8.488946978120686206e-06
2.050171547621268756e-02,4.417432001564422039e-05,-8.394889114971684839e-06
2.092275092221025645e-02,4.325862299737841515e-05,-6.761165760879325282e-06
2.135243300302197209e-02,4.152165929021385082e-05,-8.094948804870392208e-06
2.179093929109291242e-02,4.075423382387192278e-05,-7.315761695096597303e-06
2.223845100560169902e-02,3.915122015274251745e-05,-7.794824100774133126e-06
2.269515308735199285e-02,3.774055928975480291e-05,-7.760293061094557015e-06
2.316123427520198896e-02,3.677063301157091073e-05,-8.112764125666292053e-06
2.363688718406360689e-02,3.603115850108589422e-05,-8.091400496922810466e-06
2.412230838450330969e-02,3.595320278563770081e-05,-4.376983079319975915e-06
2.461769848397787550e-02,3.581505153804137386e-05,-7.015629237109851995e-06
2.512326220973834859e-02,3.294141036777235794e-05,-7.428356277443037619e-06
2.563920849343661115e-02,3.161891618202128195e-05,-8.388642563125952906e-06
2.616575055746943324e-02,3.271501565863363826e-05,-9.481511595860862038e-06
2.670310600309577440e-02,3.123991217470510411e-05,-8.196399736386224884e-06
2.725149690036378358e-02,3.009685021920449635e-05,-8.877335150008050556e-06
2.781114987988438439e-02,3.067382566685625191e-05,-7.662819455245781523e-06
2.838229622648978656e-02,2.964114593413738686e-05,-8.040781503511719371e-06
2.896517197481535133e-02,2.933189571623219421e-05,-7.670162336144072275e-06
2.956001800684434841e-02,2.885207549121752949e-05,-7.664024848654682085e-06
3.016708015145601676e-02,2.749171532289936860e-05,-8.934243851035392301e-06
3.078660928601790331e-02,2.785561164648110355e-05,-7.803839412712698567e-06
3.141886144006476173e-02,2.727086939986067836e-05,-7.531920262069713207e-06
3.206409790110637675e-02,2.668897660844898976e-05,-9.154823255230639631e-06
3.272258532260852171e-02,2.783994193230944920e-05,-5.994245507889971739e-06
3.339459583419147892e-02,2.636089616826754295e-05,-8.126205224099246544e-06
3.408040715409156596e-02,2.552315425244973079e-05,-8.419202157679805661e-06
3.478030270393227263e-02,2.590748744266708895e-05,-8.417656501434612993e-06
3.549457172585242931e-02,2.584720660226793565e-05,-7.526839103475896727e-06
3.622350940203988845e-02,2.548008744290014294e-05,-7.486428211699042704e-06
3.696741697671970112e-02,2.444067483904374961e-05,-7.682919290584558662e-06
3.772660188064787257e-02,2.355952643716209457e-05,-1.020350417065421045e-05
3.850137785816161451e-02,2.352647320505787615e-05,-7.968068733838830250e-06
3.929206509683880189e-02,2.475578034122480673e-05,-7.931301544400054797e-06
4.009899035982017468e-02,2.393299838903655477e-05,-7.774531239134869863e-06
4.092248712084916445e-02,2.305192993102615526e-05,-1.018574761362936451e-05
4.176289570208460006e-02,2.397853817021409120e-05,-8.046910746596289810e-06
4.262056341474399629e-02,2.343081778395628666e-05,-6.049097503137483795e-06
4.349584470263499758e-02,2.496588957567423409e-05,-5.795519432752050916e-06
4.438910128863450544e-02,2.326506309449846913e-05,-8.443355310593325625e-06
4.530070232417594822e-02,2.379775919696219304e-05,-5.993071898053701650e-06
4.623102454180653270e-02,2.318831949901936580e-05,-7.718373159761696302e-06
4.718045241087769764e-02,2.225306665973040063e-05,-6.976101497024213955e-06
4.814937829643245459e-02,2.294617999333900329e-05,-7.923033770727373125e-06
4.913820262135615985e-02,2.312941796064550934e-05,-6.706751192359235012e-06
5.014733403185720612e-02,2.238161370057226168e-05,-7.223038246196176386e-06
5.117718956634598887e-02,2.251079341176100027e-05,-7.083123490128956823e-06
5.222819482778224415e-02,2.262228790043715451e-05,-7.203401906023549489e-06
5.330078415956162469e-02,2.264452518301225421e-05,-6.853386592957269163e-06
5.439540082501477525e-02,2.241366533303759952e-05,-8.052499193312209058e-06
5.551249719059205695e-02,2.180133019723502297e-05,-7.290443345923388425e-06
5.665253491281086601e-02,2.268286701488050441e-05,-6.943043146170228082e-06
5.781598512904196491e-02,2.171625730631726790e-05,-7.544321558338483241e-06
5.900332865221390166e-02,2.237134832646067218e-05,-6.331625996524379820e-06
6.021505616951598056e-02,2.268864215531789024e-05,-4.977778543901208961e-06
6.145166844518219762e-02,2.221464175202812375e-05,-7.481022260864757001e-06
6.271367652743910226e-02,2.305773951515254787e-05,-5.411493709295006892e-06
6.400160195970421018e-02,2.121191827455077316e-05,-7.176414375659589392e-06
6.531597699612144703e-02,2.171871236441747931e-05,-7.961603420821479075e-06
6.665734482152300966e-02,2.192021505214146273e-05,-5.720123969042889198e-06
6.802625977590848194e-02,2.157694520984236667e-05,-6.969257293731781732e-06
6.942328758353395746e-02,2.189235629743923147e-05,-5.794160400509154753e-06
7.084900558670616244e-02,2.140891644747794614e-05,-6.942819405846467791e-06
7.230400298437726636e-02,2.161746399747682351e-05,-7.135569971371259984e-06
7.378888107564031407e-02,2.170622879650815928e-05,-6.775883194526382294e-06
7.530425350822482489e-02,2.142523215991137415e-05,-7.311518751081494042e-06
7.685074653209574003e-02,2.178732112541231281e-05,-6.137226020116474045e-06
7.842899925826049556e-02,2.142665362586147485e-05,-7.041912923747139651e-06
8.003966392289095511e-02,2.062519781742229371e-05,-7.684248191000313461e-06
8.168340615686986439e-02,2.019775752964072746e-05,-7.877218683735361663e-06
8.336090526087222563e-02,2.087763685173019891e-05,-6.643169143470690878e-06
8.507285448609656908e-02,2.058596946543839843e-05,-6.921193576823218087e-06
8.681996132076115480e-02,2.069920130676495824e-05,-7.324246348217242878e-06
8.860294778248388459e-02,2.041212438700413208e-05,-7.378752649296304038e-06
9.042255071666667476e-02,2.145170630847552807e-05,-7.073632773043315259e-06
9.227952210100764940e-02,2.080762092940639164e-05,-7.123463050475488796e-06
9.417462935626731702e-02,2.076764628847559312e-05,-6.507446708256828195e-06
9.610865566341596222e-02,2.141718966057685387e-05,-5.975680732886437985e-06
9.808240028729502125e-02,2.127293722961393066e-05,-6.333545774082122208e-06
1.000966789069250434e-01,2.088624095201238736e-05,-5.860459025142936769e-06
1.021523239525970045e-01,2.140807521380059674e-05,-7.027051538398300503e-06
1.042501849498862210e-01,2.056842830823296293e-05,-6.180077179308962718e-06
1.063911288707318492e-01,2.038529387805042335e-05,-6.848445043592774371e-06
1.085760404917250621e-01,2.040762881615739777e-05,-7.265368514031043609e-06
1.108058227597564366e-01,2.086609849916855507e-05,-6.429774636395409106e-06
1.130813971651719874e-01,2.040758089777041005e-05,-6.833082627524645047e-06
1.154037041225925986e-01,2.043266809505219506e-05,-7.337615385275165499e-06
1.177737033595541577e-01,2.092780696515401552e-05,-7.490826626755368894e-06
1.201923743131290689e-01,2.069103372555444238e-05,-7.219525682619741677e-06
1.226607165346934175e-01,2.103685948918344111e-05,-6.537450775237590555e-06
1.251797501030056103e-01,2.003096415058154987e-05,-6.414178525834089711e-06
1.277505160457695355e-01,2.024158181664495671e-05,-7.068867039836331282e-06
1.303740767698541858e-01,2.073920587137570508e-05,-7.102981245301779261e-06
1.330515165003491873e-01,1.997128101032506504e-05,-7.662417010490848161e-06
1.357839417286367534e-01,2.051700514597147538e-05,-6.724328364099574774e-06
1.385724816696652928e-01,2.044597810628829654e-05,-6.579563366235608948e-06
1.414182887286146439e-01,2.107955276809742100e-05,-5.466287759827886440e-06
1.443225389771438105e-01,2.019264649366997807e-05,-7.687706052893444035e-06
1.472864326394203172e-01,2.029065888151981628e-05,-7.356552321822553857e-06
1.503111945881304423e-01,2.024577100850589388e-05,-7.667556369225772068e-06
1.533980748506757474e-01,2.021916011312542943e-05,-6.677594887592407227e-06
1.565483491257655124e-01,2.064742021790816993e-05,-7.755971239931855999e-06
1.597633193106176852e-01,2.166977807486339118e-05,-4.662322233752271873e-06
1.630443140389878087e-01,2.195872863565440170e-05,-4.720715083351428192e-06
1.663926892302454164e-01,2.041863364214612113e-05,-6.259723911395050652e-06
1.698098286497284337e-01,2.083948456235927392e-05,-5.189008510014694701e-06
1.732971444806042927e-01,1.979299754702664401e-05,-6.591268752120572644e-06
1.768560779074755118e-01,2.069554435583522992e-05,-6.644586793924116052e-06
1.804880997119702180e-01,2.082263033961158358e-05,-5.558382893142305452e-06
1.841947108805650213e-01,2.060298956299999013e-05,-6.591904897898567936e-06
1.879774432248887128e-01,2.017394150538381962e-05,-6.283142518992346003e-06
1.918378600147667423e-01,2.005150394707289589e-05,-5.697211912974015329e-06
1.957775566242651588e-01,2.028479228457927622e-05,-6.665745679382198820e-06
1.997981611910025490e-01,1.978268647573621869e-05,-6.898570391381087072e-06
2.039013352890018671e-01,1.919079382583758437e-05,-7.153016707679718208e-06
2.080887746153601003e-01,2.000035419888500973e-05,-6.870816500867033580e-06
2.123622096910209311e-01,2.014462468653972535e-05,-6.876422781558243289e-06
2.167234065759366946e-01,2.015817959953706439e-05,-6.020453617522962363e-06
2.211741675989195577e-01,1.980035959073156408e-05,-6.685752871625069910e-06
2.257163321024801272e-01,1.944603658445102426e-05,-7.075202859974477452e-06
2.303517772029629596e-01,1.999114301141961014e-05,-6.237856756835630473e-06
