# #q, WAXS_int
1.466966097004682057e+00,1.078496582031250000e+03
1.468686830640774765e+00,1.094410522460937500e+03
1.470407564276867474e+00,1.097966674804687500e+03
1.472128297912960182e+00,1.105712036132812500e+03
1.473849031549052668e+00,1.100340332031250000e+03
1.475569765185145599e+00,1.100553344726562500e+03
1.477290498821238307e+00,1.111897094726562500e+03
1.479011232457330793e+00,1.108608642578125000e+03
1.480731966093423502e+00,1.112578735351562500e+03
1.482452699729516210e+00,1.117508300781250000e+03
1.484173433365608918e+00,1.123228881835937500e+03
1.485894167001701627e+00,1.127541137695312500e+03
1.487614900637794335e+00,1.128949218750000000e+03
1.489335634273887043e+00,1.125511718750000000e+03
1.491056367909979530e+00,1.127474121093750000e+03
1.492777101546072238e+00,1.126155761718750000e+03
1.494497835182165169e+00,1.127398193359375000e+03
1.496218568818257655e+00,1.130945434570312500e+03
1.497939302454350363e+00,1.135079589843750000e+03
1.499660036090443072e+00,1.137529418945312500e+03
1.501380769726535780e+00,1.135751586914062500e+03
1.503101503362628266e+00,1.136429931640625000e+03
1.504822236998720975e+00,1.139749023437500000e+03
1.506542970634813905e+00,1.142418823242187500e+03
1.508263704270906391e+00,1.144381347656250000e+03
1.509984437906999100e+00,1.147205688476562500e+03
1.511705171543091808e+00,1.142996582031250000e+03
1.513425905179184516e+00,1.140433959960937500e+03
1.515146638815277225e+00,1.148129638671875000e+03
1.516867372451369711e+00,1.152932006835937500e+03
1.518588106087462641e+00,1.149285278320312500e+03
1.520308839723555128e+00,1.150127441406250000e+03
1.522029573359647836e+00,1.151763549804687500e+03
1.523750306995740544e+00,1.151579223632812500e+03
1.525471040631833253e+00,1.154725463867187500e+03
1.527191774267925961e+00,1.157977050781250000e+03
1.528912507904018447e+00,1.158245117187500000e+03
1.530633241540111378e+00,1.160539672851562500e+03
1.532353975176204086e+00,1.157293701171875000e+03
1.534074708812296572e+00,1.160229736328125000e+03
1.535795442448389281e+00,1.159940063476562500e+03
1.537516176084481989e+00,1.165714233398437500e+03
1.539236909720574698e+00,1.165922485351562500e+03
1.540957643356667406e+00,1.167987548828125000e+03
1.542678376992760114e+00,1.166458862304687500e+03
1.544399110628852823e+00,1.168528686523437500e+03
1.546119844264945309e+00,1.179821655273437500e+03
1.547840577901038017e+00,1.172039306640625000e+03
1.549561311537130726e+00,1.173073608398437500e+03
1.551282045173223434e+00,1.173421752929687500e+03
1.553002778809316142e+00,1.174426513671875000e+03
1.554723512445408851e+00,1.175644409179687500e+03
1.556444246081501559e+00,1.180139892578125000e+03
1.558164979717594267e+00,1.176473999023437500e+03
1.559885713353686754e+00,1.179361694335937500e+03
1.561606446989779684e+00,1.184009277343750000e+03
1.563327180625872170e+00,1.186853759765625000e+03
1.565047914261964879e+00,1.183996826171875000e+03
1.566768647898057587e+00,1.183963867187500000e+03
1.568489381534150295e+00,1.185598632812500000e+03
1.570210115170243004e+00,1.182168212890625000e+03
1.571930848806335490e+00,1.187145996093750000e+03
1.573651582442428420e+00,1.192044311523437500e+03
1.575372316078520907e+00,1.190847167968750000e+03
1.577093049714613615e+00,1.189799926757812500e+03
1.578813783350706323e+00,1.192823730468750000e+03
1.580534516986799032e+00,1.194386962890625000e+03
1.582255250622891740e+00,1.193608642578125000e+03
1.583975984258984226e+00,1.197389282226562500e+03
1.585696717895077157e+00,1.196810913085937500e+03
1.587417451531169865e+00,1.195524047851562500e+03
1.589138185167262352e+00,1.197402221679687500e+03
1.590858918803355060e+00,1.197855102539062500e+03
1.592579652439447768e+00,1.201474487304687500e+03
1.594300386075540477e+00,1.199681884765625000e+03
1.596021119711632963e+00,1.202093750000000000e+03
1.597741853347725893e+00,1.204533691406250000e+03
1.599462586983818602e+00,1.204458496093750000e+03
1.601183320619911088e+00,1.205042480468750000e+03
1.602904054256003796e+00,1.208098022460937500e+03
1.604624787892096727e+00,1.208921752929687500e+03
1.606345521528189213e+00,1.209014770507812500e+03
1.608066255164281699e+00,1.214275390625000000e+03
1.609786988800374630e+00,1.211058715820312500e+03
1.611507722436467338e+00,1.208117431640625000e+03
1.613228456072559824e+00,1.209021240234375000e+03
1.614949189708652755e+00,1.210510498046875000e+03
1.616669923344745463e+00,1.215351806640625000e+03
1.618390656980837949e+00,1.217409057617187500e+03
1.620111390616930436e+00,1.215818603515625000e+03
1.621832124253023366e+00,1.215293334960937500e+03
1.623552857889116074e+00,1.216711669921875000e+03
1.625273591525208561e+00,1.219608764648437500e+03
1.626994325161301491e+00,1.217877563476562500e+03
1.628715058797394200e+00,1.215003540039062500e+03
1.630435792433486686e+00,1.215867187500000000e+03
1.632156526069579172e+00,1.219761474609375000e+03
1.633877259705672103e+00,1.221567382812500000e+03
1.635597993341764811e+00,1.224672973632812500e+03
1.637318726977857297e+00,1.220185668945312500e+03
1.639039460613950228e+00,1.225690063476562500e+03
1.640760194250042936e+00,1.228932006835937500e+03
1.642480927886135422e+00,1.226967895507812500e+03
1.644201661522228353e+00,1.222923706054687500e+03
1.645922395158320839e+00,1.226056152343750000e+03
1.647643128794413547e+00,1.229909545898437500e+03
1.649363862430506478e+00,1.226516113281250000e+03
1.651084596066598964e+00,1.228832885742187500e+03
1.652805329702691672e+00,1.228311645507812500e+03
1.654526063338784159e+00,1.230523559570312500e+03
1.656246796974877089e+00,1.230260986328125000e+03
1.657967530610969575e+00,1.229677734375000000e+03
1.659688264247062284e+00,1.229656372070312500e+03
1.661408997883155214e+00,1.232304321289062500e+03
1.663129731519247700e+00,1.231675292968750000e+03
1.664850465155340409e+00,1.231737792968750000e+03
1.666571198791432895e+00,1.235414428710937500e+03
1.668291932427525825e+00,1.234442382812500000e+03
1.670012666063618312e+00,1.231898315429687500e+03
1.671733399699711020e+00,1.235731933593750000e+03
1.673454133335803951e+00,1.237794677734375000e+03
1.675174866971896437e+00,1.240149169921875000e+03
1.676895600607989145e+00,1.241937622070312500e+03
1.678616334244081632e+00,1.242983276367187500e+03
1.680337067880174562e+00,1.238822875976562500e+03
1.682057801516267048e+00,1.236733398437500000e+03
1.683778535152359757e+00,1.242485839843750000e+03
1.685499268788452687e+00,1.241608398437500000e+03
1.687220002424545173e+00,1.240092407226562500e+03
1.688940736060637882e+00,1.243546752929687500e+03
1.690661469696730812e+00,1.242286987304687500e+03
1.692382203332823298e+00,1.239480957031250000e+03
1.694102936968915785e+00,1.242515258789062500e+03
1.695823670605008715e+00,1.241838989257812500e+03
1.697544404241101423e+00,1.240905517578125000e+03
1.699265137877193910e+00,1.245616699218750000e+03
1.700985871513286618e+00,1.246897827148437500e+03
1.702706605149379548e+00,1.250689331054687500e+03
1.704427338785472035e+00,1.245045898437500000e+03
1.706148072421564521e+00,1.247034790039062500e+03
1.707868806057657451e+00,1.247736083984375000e+03
1.709589539693750160e+00,1.246850219726562500e+03
1.711310273329842646e+00,1.246639038085937500e+03
1.713031006965935354e+00,1.245108276367187500e+03
1.714751740602028285e+00,1.245689086914062500e+03
1.716472474238120771e+00,1.247815307617187500e+03
1.718193207874213257e+00,1.244950561523437500e+03
1.719913941510306188e+00,1.245190917968750000e+03
1.721634675146398896e+00,1.248472167968750000e+03
1.723355408782491383e+00,1.249859252929687500e+03
1.725076142418584091e+00,1.251020751953125000e+03
1.726796876054677021e+00,1.248292968750000000e+03
1.728517609690769508e+00,1.247715820312500000e+03
1.730238343326861994e+00,1.249965332031250000e+03
1.731959076962954924e+00,1.245781250000000000e+03
1.733679810599047633e+00,1.249534790039062500e+03
1.735400544235140119e+00,1.251807250976562500e+03
1.737121277871233049e+00,1.249117065429687500e+03
1.738842011507325758e+00,1.250313598632812500e+03
1.740562745143418244e+00,1.251648803710937500e+03
1.742283478779511174e+00,1.249460937500000000e+03
1.744004212415603661e+00,1.248812500000000000e+03
1.745724946051696369e+00,1.246710449218750000e+03
1.747445679687788855e+00,1.248144775390625000e+03
1.749166413323881786e+00,1.248564453125000000e+03
1.750887146959974494e+00,1.252635009765625000e+03
1.752607880596066980e+00,1.251401489257812500e+03
1.754328614232159911e+00,1.246279052734375000e+03
1.756049347868252397e+00,1.247033813476562500e+03
1.757770081504345105e+00,1.249224731445312500e+03
1.759490815140437592e+00,1.252737670898437500e+03
1.761211548776530522e+00,1.252421630859375000e+03
1.762932282412623231e+00,1.248227905273437500e+03
1.764653016048715717e+00,1.245896118164062500e+03
1.766373749684808647e+00,1.244189331054687500e+03
1.768094483320901134e+00,1.246010986328125000e+03
1.769815216956993842e+00,1.250186401367187500e+03
1.771535950593086328e+00,1.249775878906250000e+03
1.773256684229179259e+00,1.248548461914062500e+03
1.774977417865271967e+00,1.245262084960937500e+03
1.776698151501364897e+00,1.249325683593750000e+03
1.778418885137457384e+00,1.246241210937500000e+03
1.780139618773549870e+00,1.245000976562500000e+03
1.781860352409642578e+00,1.241273925781250000e+03
1.783581086045735509e+00,1.238956054687500000e+03
1.785301819681827995e+00,1.246199096679687500e+03
1.787022553317920703e+00,1.250806274414062500e+03
1.788743286954013634e+00,1.257181762695312500e+03
1.790464020590106120e+00,1.251908935546875000e+03
1.792184754226198606e+00,1.247335937500000000e+03
1.793905487862291315e+00,1.238473754882812500e+03
1.795626221498384245e+00,1.240361816406250000e+03
1.797346955134476731e+00,1.241086669921875000e+03
1.799067688770569440e+00,1.238983154296875000e+03
1.800788422406662370e+00,1.239624877929687500e+03
1.802509156042754856e+00,1.238588134765625000e+03
1.804229889678847343e+00,1.239165161132812500e+03
1.805950623314940051e+00,1.239342895507812500e+03
1.807671356951032982e+00,1.235502319335937500e+03
1.809392090587125468e+00,1.235786987304687500e+03
1.811112824223218176e+00,1.237437011718750000e+03
1.812833557859311107e+00,1.234661621093750000e+03
1.814554291495403593e+00,1.237450195312500000e+03
1.816275025131496079e+00,1.235904907226562500e+03
1.817995758767588788e+00,1.235446777343750000e+03
1.819716492403681718e+00,1.235509277343750000e+03
1.821437226039774204e+00,1.231204345703125000e+03
1.823157959675867135e+00,1.233733154296875000e+03
1.824878693311959843e+00,1.232492553710937500e+03
1.826599426948052329e+00,1.231475463867187500e+03
1.828320160584144816e+00,1.232636230468750000e+03
1.830040894220237746e+00,1.228757568359375000e+03
1.831761627856330454e+00,1.228605102539062500e+03
1.833482361492422941e+00,1.226410888671875000e+03
1.835203095128515871e+00,1.224700195312500000e+03
1.836923828764608579e+00,1.224313720703125000e+03
1.838644562400701066e+00,1.223397094726562500e+03
1.840365296036793552e+00,1.223781738281250000e+03
1.842086029672886482e+00,1.224308593750000000e+03
1.843806763308979191e+00,1.219410034179687500e+03
1.845527496945071677e+00,1.221172607421875000e+03
1.847248230581164607e+00,1.221630981445312500e+03
1.848968964217257316e+00,1.218979736328125000e+03
1.850689697853349802e+00,1.218382690429687500e+03
1.852410431489442288e+00,1.218053344726562500e+03
1.854131165125535219e+00,1.218848754882812500e+03
