# #q, WAXS_int
1.633877259705672103e+00,1.107812255859375000e+03
1.635597993341764811e+00,1.113085693359375000e+03
1.637318726977857297e+00,1.113070556640625000e+03
1.639039460613950228e+00,1.114866699218750000e+03
1.640760194250042936e+00,1.115467285156250000e+03
1.642480927886135422e+00,1.115123168945312500e+03
1.644201661522228353e+00,1.112092285156250000e+03
1.645922395158320839e+00,1.114430419921875000e+03
1.647643128794413547e+00,1.119434936523437500e+03
1.649363862430506478e+00,1.117632202148437500e+03
1.651084596066598964e+00,1.121916870117187500e+03
1.652805329702691672e+00,1.119873779296875000e+03
1.654526063338784159e+00,1.119411865234375000e+03
1.656246796974877089e+00,1.118468139648437500e+03
1.657967530610969575e+00,1.119521240234375000e+03
1.659688264247062284e+00,1.124712524414062500e+03
1.661408997883155214e+00,1.126924804687500000e+03
1.663129731519247700e+00,1.123953735351562500e+03
1.664850465155340409e+00,1.124255981445312500e+03
1.666571198791432895e+00,1.130607177734375000e+03
1.668291932427525825e+00,1.128486328125000000e+03
1.670012666063618312e+00,1.124522460937500000e+03
1.671733399699711020e+00,1.125129882812500000e+03
1.673454133335803951e+00,1.127424560546875000e+03
1.675174866971896437e+00,1.128255126953125000e+03
1.676895600607989145e+00,1.133383178710937500e+03
1.678616334244081632e+00,1.137017944335937500e+03
1.680337067880174562e+00,1.131314819335937500e+03
1.682057801516267048e+00,1.131430908203125000e+03
1.683778535152359757e+00,1.136824829101562500e+03
1.685499268788452687e+00,1.138424072265625000e+03
1.687220002424545173e+00,1.135407470703125000e+03
1.688940736060637882e+00,1.137205566406250000e+03
1.690661469696730812e+00,1.137317504882812500e+03
1.692382203332823298e+00,1.139272216796875000e+03
1.694102936968915785e+00,1.139330810546875000e+03
1.695823670605008715e+00,1.136807861328125000e+03
1.697544404241101423e+00,1.137065917968750000e+03
1.699265137877193910e+00,1.140911621093750000e+03
1.700985871513286618e+00,1.144400878906250000e+03
1.702706605149379548e+00,1.146905639648437500e+03
1.704427338785472035e+00,1.143084106445312500e+03
1.706148072421564521e+00,1.147433471679687500e+03
1.707868806057657451e+00,1.146880493164062500e+03
1.709589539693750160e+00,1.150939575195312500e+03
1.711310273329842646e+00,1.151460327148437500e+03
1.713031006965935354e+00,1.148297241210937500e+03
1.714751740602028285e+00,1.147909790039062500e+03
1.716472474238120771e+00,1.148848266601562500e+03
1.718193207874213257e+00,1.148957397460937500e+03
1.719913941510306188e+00,1.150630249023437500e+03
1.721634675146398896e+00,1.150266723632812500e+03
1.723355408782491383e+00,1.150870483398437500e+03
1.725076142418584091e+00,1.156018310546875000e+03
1.726796876054677021e+00,1.156233886718750000e+03
1.728517609690769508e+00,1.153052368164062500e+03
1.730238343326861994e+00,1.155045532226562500e+03
1.731959076962954924e+00,1.152222778320312500e+03
1.733679810599047633e+00,1.156755981445312500e+03
1.735400544235140119e+00,1.158760864257812500e+03
1.737121277871233049e+00,1.155874267578125000e+03
1.738842011507325758e+00,1.156899780273437500e+03
1.740562745143418244e+00,1.158573974609375000e+03
1.742283478779511174e+00,1.156791748046875000e+03
1.744004212415603661e+00,1.158396850585937500e+03
1.745724946051696369e+00,1.157984741210937500e+03
1.747445679687788855e+00,1.159491455078125000e+03
1.749166413323881786e+00,1.160678466796875000e+03
1.750887146959974494e+00,1.163929443359375000e+03
1.752607880596066980e+00,1.163266723632812500e+03
1.754328614232159911e+00,1.159398071289062500e+03
1.756049347868252397e+00,1.159917724609375000e+03
1.757770081504345105e+00,1.162712890625000000e+03
1.759490815140437592e+00,1.164387573242187500e+03
1.761211548776530522e+00,1.161909912109375000e+03
1.762932282412623231e+00,1.160833129882812500e+03
1.764653016048715717e+00,1.161381591796875000e+03
1.766373749684808647e+00,1.161284179687500000e+03
1.768094483320901134e+00,1.162406250000000000e+03
1.769815216956993842e+00,1.162915649414062500e+03
1.771535950593086328e+00,1.164729370117187500e+03
1.773256684229179259e+00,1.165467529296875000e+03
1.774977417865271967e+00,1.163918579101562500e+03
1.776698151501364897e+00,1.165664062500000000e+03
1.778418885137457384e+00,1.164612915039062500e+03
1.780139618773549870e+00,1.165227539062500000e+03
1.781860352409642578e+00,1.165638061523437500e+03
1.783581086045735509e+00,1.162072509765625000e+03
1.785301819681827995e+00,1.167689086914062500e+03
1.787022553317920703e+00,1.171384521484375000e+03
1.788743286954013634e+00,1.178136352539062500e+03
1.790464020590106120e+00,1.175216918945312500e+03
1.792184754226198606e+00,1.172094482421875000e+03
1.793905487862291315e+00,1.165703002929687500e+03
1.795626221498384245e+00,1.167342773437500000e+03
1.797346955134476731e+00,1.166327758789062500e+03
1.799067688770569440e+00,1.164932861328125000e+03
1.800788422406662370e+00,1.165426147460937500e+03
1.802509156042754856e+00,1.167044921875000000e+03
1.804229889678847343e+00,1.166726318359375000e+03
1.805950623314940051e+00,1.166716308593750000e+03
1.807671356951032982e+00,1.164643554687500000e+03
1.809392090587125468e+00,1.164307006835937500e+03
1.811112824223218176e+00,1.168755126953125000e+03
1.812833557859311107e+00,1.162798217773437500e+03
1.814554291495403593e+00,1.168131591796875000e+03
1.816275025131496079e+00,1.168686401367187500e+03
1.817995758767588788e+00,1.168437133789062500e+03
1.819716492403681718e+00,1.169046630859375000e+03
1.821437226039774204e+00,1.164255737304687500e+03
1.823157959675867135e+00,1.166104492187500000e+03
1.824878693311959843e+00,1.165876220703125000e+03
1.826599426948052329e+00,1.164183349609375000e+03
1.828320160584144816e+00,1.165915161132812500e+03
1.830040894220237746e+00,1.165120361328125000e+03
1.831761627856330454e+00,1.164121826171875000e+03
1.833482361492422941e+00,1.163395629882812500e+03
1.835203095128515871e+00,1.165331665039062500e+03
1.836923828764608579e+00,1.165325561523437500e+03
1.838644562400701066e+00,1.164581909179687500e+03
1.840365296036793552e+00,1.165332763671875000e+03
1.842086029672886482e+00,1.160485961914062500e+03
1.843806763308979191e+00,1.158886718750000000e+03
1.845527496945071677e+00,1.161104736328125000e+03
1.847248230581164607e+00,1.161226074218750000e+03
1.848968964217257316e+00,1.163247680664062500e+03
1.850689697853349802e+00,1.161744262695312500e+03
1.852410431489442288e+00,1.158793945312500000e+03
1.854131165125535219e+00,1.159856933593750000e+03
1.855851898761627927e+00,1.158302978515625000e+03
1.857572632397720414e+00,1.156201660156250000e+03
1.859293366033813344e+00,1.156851440429687500e+03
1.861014099669906052e+00,1.156627685546875000e+03
1.862734833305998539e+00,1.153706909179687500e+03
1.864455566942091469e+00,1.159279296875000000e+03
1.866176300578183955e+00,1.157094482421875000e+03
1.867897034214276664e+00,1.151811523437500000e+03
1.869617767850369594e+00,1.153847534179687500e+03
1.871338501486462080e+00,1.153792236328125000e+03
1.873059235122554789e+00,1.154681030273437500e+03
1.874779968758647275e+00,1.155172729492187500e+03
1.876500702394740205e+00,1.153703247070312500e+03
1.878221436030832692e+00,1.149290039062500000e+03
1.879942169666925400e+00,1.151651733398437500e+03
1.881662903303018330e+00,1.152232177734375000e+03
1.883383636939110817e+00,1.148859863281250000e+03
1.885104370575203525e+00,1.147277221679687500e+03
1.886825104211296011e+00,1.149848266601562500e+03
1.888545837847388942e+00,1.149464355468750000e+03
1.890266571483481428e+00,1.146117187500000000e+03
1.891987305119574136e+00,1.146436523437500000e+03
1.893708038755667067e+00,1.142400634765625000e+03
1.895428772391759553e+00,1.143196655273437500e+03
1.897149506027852262e+00,1.138790771484375000e+03
1.898870239663944748e+00,1.141213134765625000e+03
1.900590973300037678e+00,1.140830200195312500e+03
1.902311706936130165e+00,1.139445800781250000e+03
1.904032440572223095e+00,1.135354125976562500e+03
1.905753174208315803e+00,1.135806152343750000e+03
1.907473907844408290e+00,1.137133789062500000e+03
1.909194641480500998e+00,1.136665893554687500e+03
1.910915375116593484e+00,1.135031005859375000e+03
1.912636108752686415e+00,1.137718994140625000e+03
1.914356842388778901e+00,1.131401123046875000e+03
1.916077576024871831e+00,1.130561279296875000e+03
1.917798309660964540e+00,1.128754272460937500e+03
1.919519043297057026e+00,1.127412353515625000e+03
1.921239776933149734e+00,1.127131225585937500e+03
1.922960510569242665e+00,1.126263427734375000e+03
1.924681244205335151e+00,1.126400390625000000e+03
1.926401977841427637e+00,1.126386718750000000e+03
1.928122711477520568e+00,1.123618896484375000e+03
1.929843445113613276e+00,1.124532226562500000e+03
1.931564178749705762e+00,1.124583984375000000e+03
1.933284912385798471e+00,1.120528198242187500e+03
1.935005646021891401e+00,1.118117675781250000e+03
1.936726379657983887e+00,1.117394897460937500e+03
1.938447113294076374e+00,1.115095092773437500e+03
1.940167846930169304e+00,1.115430541992187500e+03
1.941888580566262013e+00,1.112128540039062500e+03
1.943609314202354499e+00,1.111466064453125000e+03
1.945330047838447207e+00,1.110933105468750000e+03
1.947050781474540138e+00,1.109532958984375000e+03
1.948771515110632624e+00,1.110533813476562500e+03
1.950492248746725554e+00,1.107535034179687500e+03
1.952212982382818041e+00,1.103476196289062500e+03
1.953933716018910749e+00,1.102414794921875000e+03
1.955654449655003235e+00,1.102062133789062500e+03
1.957375183291095944e+00,1.101653564453125000e+03
1.959095916927188874e+00,1.098570556640625000e+03
1.960816650563281360e+00,1.097926025390625000e+03
1.962537384199374291e+00,1.097476074218750000e+03
1.964258117835466777e+00,1.097501831054687500e+03
1.965978851471559485e+00,1.094543090820312500e+03
1.967699585107651972e+00,1.090854736328125000e+03
1.969420318743744902e+00,1.091553222656250000e+03
1.971141052379837610e+00,1.088997314453125000e+03
1.972861786015930097e+00,1.084408569335937500e+03
1.974582519652023027e+00,1.087219970703125000e+03
1.976303253288115513e+00,1.087824340820312500e+03
1.978023986924208222e+00,1.085376831054687500e+03
1.979744720560300708e+00,1.083507446289062500e+03
1.981465454196393638e+00,1.082991088867187500e+03
1.983186187832486347e+00,1.077750610351562500e+03
1.984906921468578833e+00,1.075274658203125000e+03
1.986627655104671764e+00,1.077610473632812500e+03
1.988348388740764250e+00,1.076533813476562500e+03
1.990069122376856958e+00,1.069344970703125000e+03
1.991789856012949445e+00,1.068940673828125000e+03
1.993510589649042375e+00,1.067182250976562500e+03
1.995231323285135083e+00,1.066072265625000000e+03
1.996952056921228014e+00,1.066777099609375000e+03
1.998672790557320500e+00,1.067278198242187500e+03
2.000393524193412986e+00,1.064719848632812500e+03
2.002114257829505473e+00,1.060838256835937500e+03
2.003834991465598403e+00,1.060308959960937500e+03
2.005555725101691333e+00,1.062830078125000000e+03
2.007276458737783820e+00,1.060334594726562500e+03
2.008997192373876750e+00,1.056085205078125000e+03
2.010717926009969236e+00,1.050841918945312500e+03
2.012438659646061723e+00,1.050606201171875000e+03
2.014159393282154209e+00,1.054313232421875000e+03
2.015880126918247139e+00,1.049541259765625000e+03
2.017600860554340070e+00,1.046877075195312500e+03
2.019321594190432556e+00,1.040646606445312500e+03
2.021042327826525487e+00,1.045067138671875000e+03
2.022763061462617973e+00,1.048285522460937500e+03
2.024483795098710459e+00,1.043474487304687500e+03
2.026204528734802945e+00,1.041396484375000000e+03
2.027925262370895876e+00,1.037133056640625000e+03
2.029645996006988806e+00,1.034279663085937500e+03
2.031366729643081737e+00,1.035331909179687500e+03
2.033087463279174223e+00,1.033618041992187500e+03
2.034808196915266709e+00,1.035925048828125000e+03
2.036528930551359196e+00,1.031229980468750000e+03
2.038249664187451682e+00,1.026488281250000000e+03
2.039970397823544612e+00,1.023697875976562500e+03
2.041691131459637543e+00,1.023310119628906250e+03
2.043411865095730473e+00,1.022210021972656250e+03
2.045132598731822959e+00,1.022034912109375000e+03
2.046853332367915446e+00,1.022545654296875000e+03
2.048574066004007932e+00,1.020180541992187500e+03
2.050294799640100862e+00,1.018385620117187500e+03
2.052015533276193349e+00,1.016734924316406250e+03
2.053736266912286279e+00,1.016586791992187500e+03
2.055457000548379209e+00,1.012719055175781250e+03
2.057177734184471696e+00,1.011157592773437500e+03
2.058898467820564182e+00,1.006500061035156250e+03
2.060619201456656668e+00,1.008069763183593750e+03
2.062339935092749599e+00,1.005973510742187500e+03
2.064060668728842085e+00,1.005864807128906250e+03
2.065781402364935015e+00,1.004904846191406250e+03
2.067502136001027946e+00,9.977659301757812500e+02
2.069222869637120432e+00,9.941093139648437500e+02
2.070943603273212918e+00,9.940230712890625000e+02
2.072664336909305405e+00,9.908104858398437500e+02
2.074385070545398335e+00,9.962011718750000000e+02
2.076105804181490821e+00,9.948773803710937500e+02
2.077826537817583752e+00,9.895269165039062500e+02
2.079547271453676682e+00,9.907905883789062500e+02
2.081268005089769169e+00,9.864818115234375000e+02
2.082988738725861655e+00,9.827133789062500000e+02
2.084709472361954141e+00,9.830460815429687500e+02
2.086430205998047072e+00,9.836560058593750000e+02
2.088150939634139558e+00,9.829659423828125000e+02
2.089871673270232488e+00,9.783793334960937500e+02
2.091592406906325419e+00,9.760604858398437500e+02
2.093313140542417905e+00,9.749288940429687500e+02
2.095033874178510391e+00,9.736228637695312500e+02
2.096754607814603322e+00,9.769714355468750000e+02
2.098475341450695808e+00,9.695941162109375000e+02
2.100196075086788294e+00,9.662532348632812500e+02
2.101916808722881225e+00,9.686536865234375000e+02
2.103637542358974155e+00,9.618820190429687500e+02
2.105358275995066641e+00,9.655675048828125000e+02
2.107079009631159128e+00,9.670239257812500000e+02
2.108799743267252058e+00,9.624386596679687500e+02
2.110520476903344544e+00,9.600396728515625000e+02
2.112241210539437031e+00,9.585363769531250000e+02
2.113961944175529961e+00,9.545802001953125000e+02
2.115682677811622892e+00,9.541731567382812500e+02
2.117403411447715378e+00,9.484566650390625000e+02
2.119124145083807864e+00,9.460250854492187500e+02
2.120844878719900795e+00,9.478359985351562500e+02
2.122565612355993281e+00,9.486691894531250000e+02
2.124286345992086211e+00,9.454407958984375000e+02
2.126007079628178698e+00,9.434034423828125000e+02
2.127727813264271628e+00,9.450472412109375000e+02
2.129448546900364114e+00,9.436120605468750000e+02
2.131169280536456601e+00,9.416577148437500000e+02
2.132890014172549531e+00,9.401594238281250000e+02
2.134610747808642017e+00,9.365686035156250000e+02
2.136331481444734948e+00,9.355916748046875000e+02
2.138052215080827434e+00,9.330027465820312500e+02
2.139772948716920364e+00,9.317398681640625000e+02
2.141493682353012851e+00,9.288809814453125000e+02
2.143214415989105781e+00,9.259970092773437500e+02
2.144935149625198267e+00,9.248193359375000000e+02
2.146655883261290754e+00,9.236524047851562500e+02
2.148376616897383684e+00,9.251949462890625000e+02
2.150097350533476170e+00,9.241699218750000000e+02
2.151818084169569101e+00,9.189652709960937500e+02
2.153538817805661587e+00,9.214017333984375000e+02
2.155259551441754517e+00,9.198200073242187500e+02
2.156980285077847004e+00,9.139159545898437500e+02
2.158701018713939490e+00,9.142536010742187500e+02
2.160421752350032421e+00,9.141316528320312500e+02
2.162142485986124907e+00,9.106821899414062500e+02
2.163863219622217837e+00,9.091970214843750000e+02
2.165583953258310324e+00,9.098179321289062500e+02
2.167304686894403254e+00,9.047259521484375000e+02
2.169025420530495740e+00,9.069060668945312500e+02
2.170746154166588671e+00,9.037427368164062500e+02
2.172466887802681157e+00,9.031636352539062500e+02
2.174187621438773643e+00,9.031605834960937500e+02
2.175908355074866574e+00,8.997139892578125000e+02
2.177629088710959060e+00,8.969243164062500000e+02
2.179349822347051990e+00,8.969698486328125000e+02
2.181070555983144477e+00,8.913082885742187500e+02
2.182791289619237407e+00,8.890842895507812500e+02
2.184512023255329893e+00,8.900264892578125000e+02
2.186232756891422380e+00,8.898477172851562500e+02
2.187953490527515310e+00,8.858502807617187500e+02
2.189674224163608240e+00,8.880086059570312500e+02
2.191394957799700727e+00,8.863115844726562500e+02
2.193115691435793213e+00,8.849203491210937500e+02
2.194836425071886143e+00,8.835277709960937500e+02
2.196557158707978630e+00,8.812705688476562500e+02
2.198277892344071116e+00,8.776171875000000000e+02
2.199998625980164046e+00,8.779885253906250000e+02
2.201719359616256977e+00,8.785845947265625000e+02
2.203440093252349463e+00,8.762158203125000000e+02
2.205160826888441949e+00,8.752705078125000000e+02
2.206881560524534880e+00,8.744489746093750000e+02
2.208602294160627366e+00,8.724118652343750000e+02
2.210323027796719852e+00,8.730810546875000000e+02
2.212043761432812783e+00,8.735193481445312500e+02
2.213764495068905713e+00,8.670109863281250000e+02
2.215485228704998200e+00,8.668632202148437500e+02
2.217205962341091130e+00,8.640764770507812500e+02
2.218926695977183616e+00,8.639078369140625000e+02
2.220647429613276103e+00,8.618900756835937500e+02
2.222368163249368589e+00,8.566904296875000000e+02
2.224088896885461519e+00,8.582880249023437500e+02
2.225809630521554450e+00,8.552534790039062500e+02
2.227530364157646936e+00,8.556218872070312500e+02
2.229251097793739866e+00,8.566090087890625000e+02
2.230971831429832353e+00,8.532892456054687500e+02
2.232692565065924839e+00,8.525779418945312500e+02
2.234413298702017325e+00,8.501904907226562500e+02
2.236134032338110256e+00,8.501440429687500000e+02
2.237854765974203186e+00,8.486466674804687500e+02
2.239575499610295672e+00,8.478416748046875000e+02
2.241296233246388603e+00,8.459399414062500000e+02
2.243016966882481089e+00,8.452141723632812500e+02
2.244737700518573575e+00,8.464857177734375000e+02
2.246458434154666062e+00,8.436817016601562500e+02
2.248179167790758992e+00,8.411190795898437500e+02
2.249899901426851923e+00,8.400227661132812500e+02
2.251620635062944853e+00,8.394011230468750000e+02
2.253341368699037339e+00,8.336573486328125000e+02
2.255062102335129826e+00,8.338519897460937500e+02
2.256782835971222312e+00,8.364653930664062500e+02
2.258503569607314798e+00,8.363508911132812500e+02
2.260224303243407729e+00,8.337188110351562500e+02
2.261945036879500659e+00,8.301739501953125000e+02
2.263665770515593589e+00,8.301835327148437500e+02
2.265386504151686076e+00,8.299984130859375000e+02
2.267107237787778562e+00,8.261942138671875000e+02
2.268827971423871048e+00,8.239692993164062500e+02
2.270548705059963535e+00,8.249718627929687500e+02
2.272269438696056465e+00,8.210243530273437500e+02
2.273990172332149395e+00,8.231395874023437500e+02
2.275710905968242326e+00,8.230525512695312500e+02
2.277431639604334812e+00,8.233461914062500000e+02
2.279152373240427298e+00,8.194642944335937500e+02
2.280873106876519785e+00,8.165198364257812500e+02
2.282593840512612271e+00,8.158499145507812500e+02
2.284314574148705201e+00,8.136774902343750000e+02
2.286035307784798132e+00,8.145638427734375000e+02
2.287756041420891062e+00,8.133809204101562500e+02
2.289476775056983548e+00,8.122346191406250000e+02
2.291197508693076035e+00,8.142839355468750000e+02
2.292918242329168521e+00,8.116130371093750000e+02
2.294638975965261452e+00,8.080538940429687500e+02
2.296359709601353938e+00,8.045685424804687500e+02
2.298080443237446868e+00,8.035214843750000000e+02
2.299801176873539799e+00,8.042378540039062500e+02
2.301521910509632285e+00,8.030051269531250000e+02
2.303242644145724771e+00,8.024126586914062500e+02
2.304963377781817258e+00,8.038399658203125000e+02
2.306684111417910188e+00,8.007512817382812500e+02
2.308404845054002674e+00,8.005569458007812500e+02
2.310125578690095605e+00,7.971109619140625000e+02
2.311846312326188535e+00,7.954133300781250000e+02
2.313567045962281021e+00,7.951372680664062500e+02
2.315287779598373508e+00,7.965621948242187500e+02
2.317008513234465994e+00,7.953654174804687500e+02
2.318729246870558924e+00,7.934494628906250000e+02
2.320449980506651411e+00,7.919746093750000000e+02
2.322170714142744341e+00,7.912988281250000000e+02
2.323891447778837271e+00,7.919096069335937500e+02
2.325612181414929758e+00,7.902708740234375000e+02
2.327332915051022244e+00,7.883089599609375000e+02
2.329053648687114730e+00,7.874243774414062500e+02
2.330774382323207661e+00,7.849616088867187500e+02
2.332495115959300591e+00,7.847614135742187500e+02
2.334215849595393077e+00,7.847523803710937500e+02
2.335936583231486008e+00,7.811207275390625000e+02
2.337657316867578494e+00,7.813922119140625000e+02
2.339378050503670980e+00,7.808591918945312500e+02
2.341098784139763911e+00,7.799446411132812500e+02
2.342819517775856397e+00,7.765256347656250000e+02
2.344540251411949328e+00,7.785703735351562500e+02
2.346260985048041814e+00,7.771618652343750000e+02
2.347981718684134744e+00,7.734608154296875000e+02
2.349702452320227231e+00,7.744804687500000000e+02
2.351423185956319717e+00,7.762511596679687500e+02
2.353143919592412647e+00,7.754413452148437500e+02
2.354864653228505134e+00,7.736792602539062500e+02
2.356585386864598064e+00,7.708832397460937500e+02
2.358306120500690550e+00,7.673286132812500000e+02
2.360026854136783481e+00,7.673695068359375000e+02
2.361747587772875967e+00,7.633454589843750000e+02
2.363468321408968453e+00,7.668623046875000000e+02
2.365189055045061384e+00,7.665969238281250000e+02
2.366909788681154314e+00,7.664541015625000000e+02
2.368630522317246800e+00,7.630323486328125000e+02
2.370351255953339287e+00,7.624423217773437500e+02
2.372071989589432217e+00,7.638677368164062500e+02
2.373792723225524703e+00,7.625183105468750000e+02
2.375513456861617634e+00,7.600895996093750000e+02
2.377234190497710120e+00,7.581705322265625000e+02
2.378954924133803051e+00,7.586883544921875000e+02
2.380675657769895537e+00,7.583081054687500000e+02
2.382396391405988023e+00,7.577409057617187500e+02
2.384117125042080954e+00,7.566290283203125000e+02
2.385837858678173440e+00,7.565918579101562500e+02
2.387558592314266370e+00,7.559084472656250000e+02
2.389279325950358857e+00,7.533814086914062500e+02
2.391000059586451787e+00,7.523478393554687500e+02
2.392720793222544273e+00,7.560718383789062500e+02
2.394441526858636760e+00,7.552819824218750000e+02
2.396162260494729690e+00,7.512596435546875000e+02
2.397882994130822176e+00,7.469587402343750000e+02
2.399603727766915107e+00,7.468305664062500000e+02
2.401324461403007593e+00,7.467227172851562500e+02
2.403045195039100523e+00,7.489384765625000000e+02
2.404765928675193010e+00,7.467230224609375000e+02
2.406486662311285940e+00,7.434284057617187500e+02
2.408207395947378426e+00,7.431058349609375000e+02
2.409928129583470913e+00,7.424290161132812500e+02
2.411648863219563843e+00,7.412214355468750000e+02
2.413369596855656773e+00,7.435135498046875000e+02
2.415090330491749260e+00,7.397510986328125000e+02
2.416811064127841746e+00,7.348720092773437500e+02
2.418531797763934676e+00,7.071794433593750000e+02
2.420252531400027163e+00,7.111413574218750000e+02
2.421973265036120093e+00,7.168580322265625000e+02
2.423693998672212579e+00,7.768734741210937500e+02
2.425414732308305510e+00,7.685681152343750000e+02
2.427135465944397996e+00,7.502847900390625000e+02
2.428856199580490483e+00,7.448898925781250000e+02
2.430576933216583413e+00,7.434749145507812500e+02
2.432297666852675899e+00,7.395356445312500000e+02
2.434018400488768830e+00,7.385270385742187500e+02
2.435739134124861316e+00,7.386348876953125000e+02
2.437459867760954246e+00,7.357984619140625000e+02
2.439180601397046733e+00,7.347130737304687500e+02
2.440901335033139219e+00,7.348422851562500000e+02
2.442622068669232149e+00,7.318446655273437500e+02
2.444342802305324636e+00,7.290018920898437500e+02
2.446063535941417566e+00,7.292000122070312500e+02
2.447784269577510052e+00,7.296697387695312500e+02
2.449505003213602983e+00,7.266107788085937500e+02
2.451225736849695469e+00,7.285806884765625000e+02
2.452946470485787955e+00,7.259991455078125000e+02
2.454667204121880886e+00,7.254617919921875000e+02
2.456387937757973372e+00,7.243352661132812500e+02
2.458108671394066302e+00,7.260591430664062500e+02
2.459829405030159233e+00,7.256077880859375000e+02
2.461550138666251719e+00,7.242482910156250000e+02
2.463270872302344205e+00,7.209700927734375000e+02
2.464991605938436692e+00,7.180609741210937500e+02
2.466712339574529622e+00,7.193081665039062500e+02
