# #q, USAXS_int, USAXS_sub
2.166371221510191569e-01,1.785496095667222268e-05,-9.106550833147338025e-06
2.210915729895362725e-01,1.789067241783359209e-05,-9.585606995741627567e-06
2.256376153894427694e-01,1.801760540878720977e-05,-9.559171896004836990e-06
2.302771326388080297e-01,1.851310252577399710e-05,-8.828049576095454114e-06
2.350120467495075693e-01,1.813770821479042779e-05,-8.379959817819389659e-06
2.398443192534563673e-01,1.805731610912029455e-05,-8.814873502774927465e-06
2.447759520152106016e-01,1.768077432021952235e-05,-9.393369487697575350e-06
2.498089880612804903e-01,1.798761240058829449e-05,-8.200882871831461865e-06
2.549455124264950467e-01,1.819660206967390129e-05,-8.199539794585126285e-06
2.601876530177675284e-01,1.832336859537322843e-05,-8.514690811901402931e-06
2.655375814956248415e-01,1.811672611347413080e-05,-1.075204021259211785e-05
2.709975141738591442e-01,1.835765428724034083e-05,-1.003901038009285588e-05
2.765697129376806229e-01,1.883174276988997336e-05,-8.755563418591675109e-06
2.822564861807486669e-01,1.881325858037737354e-05,-1.003232933953469323e-05
2.880601897614682438e-01,1.896712335037750591e-05,-8.383599032361242146e-06
2.939832279789528768e-01,1.915015596162857200e-05,-7.524795879584788498e-06
3.000280545690508505e-01,nan,nan
