,uuid,amplitude_distance,phase_distance,sum_ap_distance,processes_status
0,770a433d-0480-4cee-bf12-ce066c24db55,1.07961002527149,0.4074514227631183,1.4870614480346083,success
1,fed3ab35-04e9-4916-8527-8627191a3bdc,0.4741131494896274,0.17753993414005936,0.6516530836296868,success
2,4ab46dcc-3395-4e7b-bb87-52e805e12abb,0.9794128218435959,0.5400223793633144,1.5194352012069103,success
3,23850c30-c572-41ad-abf0-7e1bd4fa7397,,,,failed
4,96ef6012-d812-4975-8b77-8ed7e78669fb,1.0032744598458416,0.5202165008189303,1.523490960664772,success
5,d03dab18-5712-44f7-9334-14047212632e,,,,failed
6,a180d359-a229-4b3e-a615-2991fd549f42,1.0351569268708647,0.5155803811383333,1.550737308009198,success
7,ef17f542-90a3-44a8-a6b8-acb920953fab,0.8068979210506357,0.41879408075972024,1.2256920018103559,success
8,e0368e49-ecc3-4ebf-9a19-4e942c829517,1.028272954526955,0.5366588222952428,1.5649317768221978,success
9,4d5fd07b-987b-49df-b4ba-54d2a337d945,,,,failed
10,6b50a94f-b7f2-402e-a210-e89f507b8861,3.220880452160306,0.5422149519356111,3.763095404095917,success
11,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,,,,failed
12,0e6edb88-77c3-4984-a38d-198341bba9e1,0.9328133331440207,0.5720138724619775,1.5048272056059981,success
13,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,1.0756011250195852,0.40111621328086416,1.4767173383004493,success
14,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,0.9415244828427013,0.6538516876179494,1.5953761704606508,success
15,3584700a-8b01-4e59-a53a-1300fd3fac0a,0.9180219056999096,0.46781675039974246,1.385838656099652,success
16,fa1dfc55-e5e0-4514-a66a-e29a5351518a,10.310464383912686,0.6327287319939374,10.943193115906624,success
17,68831f53-4a51-4f12-b385-10c50c8fab46,1.091741202174454,0.541297482132687,1.633038684307141,success
18,4bec4e18-80bb-44d9-8508-cc464f14b287,0.7223245154313936,0.5676822781233972,1.2900067935547908,success
19,41414be7-3e27-4b4d-b70e-e31d54a733d3,,,,failed
20,81f8f6c2-0e42-4680-bc11-c0be02bfd641,1.0448240010040795,0.6158754737990079,1.6606994748030872,success
21,47d95862-b511-4a42-b8b1-961b605f26a3,0.8843202160974261,0.37716646480953375,1.2614866809069598,success
22,6abcfcc8-cf8d-4a5e-a92f-f3afd8023fbd,1.1605008105528878,0.5751905659380556,1.7356913764909434,success
23,89b8593e-8436-4dfb-8430-1367d273cbc2,0.8791593462867798,0.3572078623643369,1.2363672086511168,success
24,8559907a-1b27-4673-ae0e-602b83d86deb,1.3036533573267746,0.47339264526464037,1.777046002591415,success
25,fe8e4a28-cb6b-4396-adc3-a51f49838d54,,,,failed
26,b683d769-9cd7-454a-b546-4e86afe5e3f4,0.9828933770871573,0.4677854309969518,1.450678808084109,success
27,1c809d50-4605-4865-aa13-13649203ede8,1.2367581177064522,0.595571398855652,1.8323295165621043,success
28,f5e32498-0689-4e74-9a45-9c17edf776b9,1.0367347049715148,0.4534161829884121,1.4901508879599268,success
29,403cbac3-a2e0-44f0-aca4-9313b8775a4e,0.7856557749486369,0.5410933476044919,1.326749122553129,success
30,a6974af8-5b2d-431a-94df-d35c0be3ee54,1.094172911599814,0.5979680841446386,1.6921409957444526,success
31,289532b3-a4c8-4db7-93ff-9edc14d5d2c8,1.0306188603230082,0.4575875545264531,1.4882064148494614,success
32,1edc0740-a22f-4216-bd49-d80627b2fb63,1.0255342664788878,0.446720454555192,1.4722547210340797,success
33,1e52819b-5c95-48c2-8f70-d460a28eff49,1.0197499382027044,0.635687042069724,1.6554369802724285,success
34,0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,1.0216142393824825,0.48195758737569144,1.503571826758174,success
35,a9ad98c9-82d7-4c69-851e-56ddb16bd5f5,1.0171272662399005,0.5023581267177498,1.5194853929576504,success
36,48117328-d486-4f9f-96ab-b0034fe30cd5,0.958044590115025,0.4141078669361939,1.372152457051219,success
37,c2755e87-75e2-48c6-b27a-739971d1775c,1.039897309092386,0.43687386820509355,1.4767711772974796,success
38,fedab157-3d87-4f8b-b09b-590c966aa0ba,0.9201358226320381,0.48053818736885223,1.4006740100008903,success
39,f59733f7-c03c-4712-934e-fb6ea464b604,0.7914097735645889,0.493978820727685,1.2853885942922738,success
40,ecc20fb9-daca-4f65-97ce-f1329696f7ec,0.7458735752079448,0.4392792945681837,1.1851528697761284,success
41,3ae01d8c-6757-4aa4-8701-a4f231f6a81c,1.0374244627618112,0.43897362246664323,1.4763980852284544,success
42,48c60f84-a45b-4017-9430-12b3234fdc0e,4.063145197634385,0.5808176179157252,4.64396281555011,success
43,2a0a2e87-67a7-401a-943d-423159a4a939,1.0263263073571058,0.6156165097067532,1.641942817063859,success
44,43cd6089-f940-463f-bd40-a1f2bf168f67,1.0810386751410883,0.45255836910429886,1.5335970442453872,success
45,9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,0.9532858179615621,0.5846079269046948,1.5378937448662569,success
46,ff3ac045-3c39-4fb0-b2c9-bf69d7600548,,,,failed
47,5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,,,,failed
48,9aed2e5c-7127-46bd-8331-51407d127d8f,1.0010560915030922,0.4763733177574904,1.4774294092605826,success
49,5edc0763-1f2c-44f2-bf68-db785ae258b0,,2.580956827951785e-08,,success
50,320cdd85-691d-48fb-9eac-d27b2fc5e5f5,1.0010574822931613,0.40181608321335616,1.4028735655065174,success
51,bf04b495-3291-4508-a497-e6d96dc52362,0.9263692317260235,0.3928776585466825,1.319246890272706,success
52,649ddf37-37fe-4a30-896b-010286133a28,,,,failed
53,5175dc78-a900-486e-8b14-6b0441555fe2,1.2485551097099408,0.6254765743876618,1.8740316840976026,success
54,2a988138-57f5-40bf-851c-3df09f642f05,1.0414090728618373,0.43934703062296737,1.4807561034848047,success
55,9694a191-11f7-482c-bb4c-e119489126a4,0.8903773011702324,0.5784194466907401,1.4687967478609725,success
56,a9d67fc5-2e59-4f51-a904-9cac957c9e73,0.9669013452436219,0.37262830315770107,1.339529648401323,success
57,2027f32f-4921-4edd-95bb-849ab8220e8c,1.0309896445479456,0.557341514886739,1.5883311594346847,success
