,uuid,amplitude_distance,phase_distance,sum_ap_distance,processes_status
58,f5458994-6b3e-4176-9427-7cef2bb6c7d5,1.0138233120064113,0.4387767190186804,1.4526000310250917,success
59,5d67ff81-9548-4a2f-9496-5d3c3c25b3eb,1.5562603482152755,0.5534682174797168,2.1097285656949922,success
60,f4b66637-2c73-4d0b-83ba-3f7e3b3f3c06,0.869280146683679,0.4517919938571507,1.3210721405408297,success
61,56898b1b-5aed-4595-ade6-5b73d45a7808,1.1469538667673447,0.5616009528058565,1.7085548195732012,success
62,f2e85141-9985-49ff-a6bc-17e2ecbcdc8b,,,,failed
63,7c4bcab3-4ce3-4a28-92b1-4f8a04c76603,1.0884560189404893,0.42098324034216716,1.5094392592826564,success
64,38d80e08-5bd4-4e0e-9d11-a60d55148590,1.0045021635531135,0.4302608157394767,1.4347629792925902,success
65,8573b7f6-c239-4d33-aa19-58f59c7d0499,,,,failed
66,b702c675-432e-4034-b542-ef01ad2fd4ff,1.0406622824781306,0.4390726447952973,1.479734927273428,success
67,4b2d55e4-a4ec-419a-aade-a8645321f66a,1.0719778976718857,0.4562808414004675,1.5282587390723532,success
68,4b56c2d8-0a77-4566-b8fe-51e66454dd75,0.3511922567184415,0.19205425239695936,0.5432465091154008,success
69,89639692-ddbf-413e-a0c4-bf75456e2877,0.8494426401541149,0.4285407792132466,1.2779834193673616,success
70,c9f1b338-8d5c-491e-ac9c-cab3df47c1e5,0.8362563809557654,0.4775600287779232,1.3138164097336886,success
71,ba91b97c-6a58-431f-99ae-091ae1a16bc8,,,,failed
72,3a3f06cf-6324-44c0-9fbe-cbe35289073b,1.0471531995129353,0.435867753065074,1.4830209525780094,success
73,fe183495-7f7b-4949-bc1b-6c7d1ea634b7,1.0391185108869705,0.43726617715361066,1.476384688040581,success
74,22fc6d75-43ef-41aa-993b-b76a84f4c5af,0.6064074967831657,0.31921978754943725,0.925627284332603,success
75,a6ee3a08-02cd-4703-9d6c-3721dad590c8,0.342981506158032,0.16094169920161158,0.5039232053596436,success
76,3b660550-7e2e-4815-ba89-ac39039b2f38,0.9603442613258593,0.5547110381022339,1.5150552994280932,success
77,f180c1df-360c-45fe-9547-101530b6135a,,,,failed
78,eb5c038c-56ff-4457-93db-9b9702e3ff43,1.164438841060794,0.462953898301434,1.627392739362228,success
79,83d8158b-ea97-4925-af7c-8fa89acc9319,1.0225264765826363,0.47000279785869054,1.4925292744413268,success
80,130093e4-2947-4d37-b73a-ed4c23442ab8,0.6204485855834447,0.28385937627412683,0.9043079618575716,success
81,6411e428-3416-4aad-a246-f50fe8f3fb4b,0.7231989956645023,0.4429252629526453,1.1661242586171476,success
82,86a7ac96-49f1-4da4-b518-37e4ab31a099,,,,failed
83,e34d9838-8677-405f-b825-5068facac35e,1.0118093039540443,0.4223680128585613,1.4341773168126055,success
84,852b1fcf-ea63-4436-bd20-9ebf44baf999,0.5966519409207015,0.27853837971863143,0.875190320639333,success
85,a3f7d49b-cc77-4468-aae0-ad451027ddc0,1.0059682000703807,0.461690687512718,1.4676588875830987,success
86,8f7962c4-620f-42e2-812b-2b161525c034,1.0314683434726402,0.45105290135488035,1.4825212448275205,success
87,70246cb4-9be2-45b9-8704-bb3f4ea585c5,1.0444533467341035,0.5032890310536962,1.5477423777877997,success
88,ad3d2a7d-b678-43a0-b803-1cc079e32935,1.0400394607347128,0.4302682561852802,1.470307716919993,success
89,01cddefc-e6a6-41aa-9052-06286b12b8fe,0.41508626493877526,0.2039942293556249,0.6190804942944002,success
90,b8953350-d5ad-4c99-b929-ebfe8febd0df,1.3725629794670542,0.5810020615143124,1.9535650409813665,success
91,328c652f-9166-4c49-ad89-6445d14b89f3,1.4127186683497415,0.5706437392723448,1.9833624076220864,success
92,f69628da-ff56-4f3a-ba2e-816036b87557,1.072257063646166,0.4261815076542318,1.4984385713003978,success
93,96f2819c-ff4b-467a-a599-1d2a0c792f5f,1.0391822953948628,0.44755345108717903,1.4867357464820419,success
94,4ccc9a11-4c0b-48a4-848e-edcdd5c8da69,,,,failed
95,cb613f37-04cf-4232-aa8f-9a57445e5eee,0.9292515782255063,0.433960030454588,1.3632116086800943,success
96,759bc1ef-f128-4db0-afec-489804bd5a62,0.9264067340462946,0.45182368011709195,1.3782304141633865,success
97,44e72ee1-8a86-4ffd-8aca-07ceafe5a474,1.061410929330546,0.467115284965476,1.528526214296022,success
98,8bba99d5-9522-404d-8c7c-f9c527c491bd,1.0729964379379524,0.466548300492148,1.5395447384301004,success
99,e0ec3c4c-a1d6-4cbc-8c5c-3ed0b7a0f7eb,1.1065466514243516,0.5054270548229853,1.611973706247337,success
100,8a0bd2de-3c21-4148-b402-efebe0043e63,1.0046732264445135,0.4430760178796075,1.4477492443241209,success
101,bc2a0ee6-c1d0-4437-bf7c-9c3184bef73f,1.0729635090886285,0.5226304421537977,1.5955939512424262,success
102,ced08f31-8bee-4e63-96d4-cdb059f6ab5c,1.0560651416900613,0.46774192571282874,1.52380706740289,success
103,61c91192-9f3f-4836-8619-c4a50808f7b6,0.6774636722144555,0.4279879329042962,1.1054516051187517,success
104,5a63723b-d247-4738-8b0e-5130a06e53d0,1.0373169070395902,0.44762175091558626,1.4849386579551764,success
105,cf246b70-a191-4b99-bd9b-0847ce01744b,1.0369971641521871,0.5192314678326767,1.556228631984864,success
106,56451304-05fb-48e6-a226-ce4c2bbd1de3,1.0426513731888385,0.6006366504649686,1.643288023653807,success
107,517c3f17-e084-4ef0-a79f-a7ee9183f4b9,0.8699965561764116,0.43243959894105716,1.3024361551174688,success
108,decddea8-7eee-4ca3-9344-5b6f201057b3,1.0505882903286357,0.5869799648786472,1.6375682552072828,success
109,bb19470e-967e-4dcd-970d-4fd3588246f3,1.0971942596513313,0.43819566869069443,1.5353899283420258,success
110,0cbe4677-2659-4e7f-993b-222b31ebcb86,0.9958232385534204,0.48659326597689484,1.4824165045303153,success
111,2811e6fa-3ff3-42bc-a3cf-bcc61a8cf0fd,5.070272906163243,0.5542285441918428,5.624501450355086,success
112,bcd48064-47e5-45b2-86b0-cf53533c584a,1.0385612416263548,0.5343855725405725,1.5729468141669272,success
113,b59dad1a-4440-453a-b36a-9efd6e49a282,1.0767653186830255,0.4637759230605124,1.5405412417435378,success
114,7586d345-a4e0-455e-aaf8-ee04edab6bdd,1.180512723698139,0.6130027334157598,1.793515457113899,success
115,551d8cf4-45f3-4211-bff9-bac1f9870ec6,1.0576047882859025,0.5093194250899207,1.5669242133758232,success
116,d0e19177-de83-4147-ad9f-8c5e3a0aeedd,,,,failed
117,ad84fa96-1a1d-4b08-906a-64405d8b14c4,1.1036202083391775,0.5358596597473189,1.6394798680864964,success
118,8209442c-5fed-4dc0-ad42-c083465e58eb,0.839061434974538,0.3601294632738913,1.1991908982484292,success
119,50d45172-6479-4d31-9ef6-bea791278606,0.9275219003611762,0.47856126526549575,1.406083165626672,success
120,bfcf29cb-db74-40a1-9d27-911985c3f28f,,,,failed
121,a3e0413e-4e1b-4f07-930b-690692b49c03,,,,failed
122,82d46018-8a24-4bb2-92b6-b4626d334344,,,,failed
123,56faa977-e163-444a-9156-e2fa4f7fe338,,,,failed
124,a20c37f0-5b38-4a7c-bee3-d0d3d116c9e0,,,,failed
125,81c548b0-7ef9-4ff0-b4e6-8977a3bb8ae4,,,,failed
126,12720234-74cc-4a1a-9cdc-cad646138159,,,,failed
127,6791de91-caa6-4665-b50a-a0fcbadffcab,1.4235919811660198,0.5447168580772387,1.9683088392432584,success
128,74579cb8-62f3-4d9e-8f66-6ca76a8ff53a,1.4896179915335395,0.5252176792882673,2.0148356708218067,success
129,8d373b7d-c3a9-4148-8bcd-46021e36cb01,1.3144216873881516,0.5233207361732494,1.837742423561401,success
130,da8a1479-69d0-45be-b579-65c7a1dfa21b,,,,failed
131,ea0d2ca6-8818-45f8-b5e3-04858133284a,1.3913862417705944,0.4947950946754188,1.8861813364460134,success
132,86790201-b18a-4f73-907d-61e0d3d0c114,,,,failed
133,c0c257a6-ec89-4274-8d2a-38b479f2eece,1.4663489798256897,0.476349700860455,1.9426986806861448,success
134,defeadd7-5618-448a-bc01-6cf057fbe1ac,,,,failed
135,0ec4dd81-7487-4689-96b9-b0f646a2047d,1.30380914006089,0.487639455594871,1.791448595655761,success
136,ab43267e-6f46-4c9a-bc6a-ba6240fcb2fb,1.1896452295089104,0.4205781013081992,1.6102233308171097,success
137,be0d7554-70c4-4a1f-a312-eea5e9ae1e45,,,,failed
138,23709b8a-dfbe-4f00-b9a7-644344ee10e2,,,,failed
139,f9b8246e-8b80-4955-9560-ada457bad27c,1.262723156914669,0.4187192286701557,1.6814423855848248,success
