,Unnamed: 0,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,well,campaign,ethanol_dilute_vol,sample_dilute_vol,target_volume,teos_vol_frac,ammonia_vol_frac,water_vol_frac,ethanol_vol_frac
0,0,4bec4e18-80bb-44d9-8508-cc464f14b287,50.2210523417439,124.2406098557808,164.94082575473143,1360.597512047744,0.3626822789443211,7.951422408600025,0.0096739219879481,A1,2024_10_04_RandomBaseline_v2,,,1700.0,0.02954179549514347,0.07308271167987106,0.09702401514984202,0.8003514776751435
1,1,a180d359-a229-4b3e-a615-2991fd549f42,166.90637082978213,105.54729587184796,82.83123966184186,1344.715093636528,0.1091287625734872,26.426030424912256,0.0322071258801506,A2,2024_10_04_RandomBaseline_v2,,,1700.0,0.09818021813516596,0.0620866446304988,0.04872425862461286,0.7910088786097224
2,2,3584700a-8b01-4e59-a53a-1300fd3fac0a,83.47789513445348,57.71626609380468,175.10171902700475,1383.7041197447372,0.2181929202329421,13.216927464563108,0.0160854894089258,A3,2024_10_04_RandomBaseline_v2,,,1700.0,0.04910464419673734,0.03395074476106157,0.10300101119235573,0.8139435998498454
3,3,0e6edb88-77c3-4984-a38d-198341bba9e1,190.43688659323485,103.85934509699324,139.81285817734036,1265.8909101324314,0.0956447358498916,30.15158099789209,0.0363534557001475,A4,2024_10_04_RandomBaseline_v2,,,1699.9999999999998,0.1120216979960205,0.06109373240999603,0.0822428577513767,0.7446417118426067
4,4,68831f53-4a51-4f12-b385-10c50c8fab46,75.22550384759337,170.91415924001222,187.560764311135,1266.2995726012591,0.2421291288548601,11.910338973418868,0.0143516067474829,A5,2024_10_04_RandomBaseline_v2,,,1699.9999999999995,0.04425029638093729,0.10053774072941898,0.1103298613594912,0.7448821015301527
5,5,fed3ab35-04e9-4916-8527-8627191a3bdc,20.15313116744084,63.83954787011946,49.461665199018725,1566.5456557634209,0.9037943316576286,3.1908144353050045,0.0039823679231771,A6,2024_10_04_RandomBaseline_v2,,,1700.0,0.011854783039671083,0.03755267521771733,0.029095097175893366,0.9214974445667181
6,6,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,180.7989295678836,8.839735230185184,227.60965678943137,1282.7516784124998,0.1007433271746606,28.62561800247308,0.0343568351862768,A7,2024_10_04_RandomBaseline_v2,,,1700.0,0.10635231151051976,0.005199844253050108,0.13388803340554786,0.7545598108308822
7,7,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,247.36551526512812,88.81269067913773,77.66185479923394,1286.1599392565,0.0736330837981337,39.16500370819852,0.0474387549275706,A8,2024_10_04_RandomBaseline_v2,,,1699.9999999999998,0.14550912662654597,0.052242759223022205,0.04568344399954938,0.7565646701508824
8,8,770a433d-0480-4cee-bf12-ce066c24db55,99.54716822056066,52.05975691675929,14.533589052896684,1533.8594858097836,0.1829714098338731,15.76115089575115,0.0196304299841148,B1,2024_10_04_RandomBaseline_v2,,,1700.0000000000002,0.05855715777680038,0.030623386421623107,0.008549170031115695,0.9022702857704608
9,9,41414be7-3e27-4b4d-b70e-e31d54a733d3,141.39397785460312,8.798970601811643,12.093150499517836,1537.7139010440674,0.1288193881426523,22.386692264106124,0.0278679349278385,B3,2024_10_04_RandomBaseline_v2,,,1700.0,0.08317292814976654,0.005175865059889202,0.007113617940892845,0.9045375888494513
10,10,6b50a94f-b7f2-402e-a210-e89f507b8861,236.7727433174201,161.03389912605078,71.02939845947752,1231.1639590970517,0.0769272909503246,37.487866326427934,0.0452427398573934,B4,2024_10_04_RandomBaseline_v2,,,1700.0,0.13927808430436475,0.09472582301532399,0.04178199909381031,0.724214093586501
11,11,fa1dfc55-e5e0-4514-a66a-e29a5351518a,212.8129276281497,116.07062358277798,172.18175012870827,1198.934698660364,0.0855882484080653,33.694345352769744,0.0403004351470122,B5,2024_10_04_RandomBaseline_v2,,,1700.0,0.12518407507538218,0.06827683740163411,0.10128338242865192,0.7052557050943317
12,12,ef17f542-90a3-44a8-a6b8-acb920953fab,79.09535853399576,32.61406968364799,105.16065324053848,1483.129918541818,0.230282611418432,12.523047147315676,0.0154405939676635,B6,2024_10_04_RandomBaseline_v2,,,1700.0000000000002,0.04652668149058574,0.01918474687273411,0.061859207788552036,0.8724293638481281
13,13,23850c30-c572-41ad-abf0-7e1bd4fa7397,210.8667967042741,12.467859020547303,61.26151288896466,1415.403831386214,0.0863781590983713,33.38621742002805,0.0409399336464846,B8,2024_10_04_RandomBaseline_v2,,,1700.0,0.12403929217898477,0.007334034717969002,0.03603618405233215,0.8325904890507142
14,14,4ab46dcc-3395-4e7b-bb87-52e805e12abb,100.76327329779082,99.75853847640528,32.791727661481595,1466.6864605643225,0.1807631403602393,15.953694952703588,0.0197358794954142,C1,2024_10_04_RandomBaseline_v2,,,1700.0000000000002,0.05927251370458283,0.05868149322141486,0.019289251565577405,0.8627567415084249
15,15,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,201.602262542762,166.8734375746814,175.2535115044569,1156.2707883780995,0.0903476254906726,31.919377895523382,0.0380524691538014,C2,2024_10_04_RandomBaseline_v2,,,1699.9999999999998,0.11858956620162471,0.09816084563216554,0.10309030088497466,0.6801592872812351
16,16,96ef6012-d812-4975-8b77-8ed7e78669fb,231.0303178338392,58.108500544687296,21.69057434927056,1389.170607272203,0.0788393743516629,36.57867688214567,0.0448646848930108,C3,2024_10_04_RandomBaseline_v2,,,1700.0,0.1359001869610819,0.034181470908639586,0.012759161381923859,0.8171591807483547
17,17,e0368e49-ecc3-4ebf-9a19-4e942c829517,93.31712335369282,96.1366816448103,233.57672041073312,1276.9694745907636,0.1951869609744557,14.77475742028388,0.01775365676346,C4,2024_10_04_RandomBaseline_v2,,,1700.0,0.05489242550217225,0.05655098920282958,0.137398070829843,0.7511585144651551
18,18,d03dab18-5712-44f7-9334-14047212632e,173.79449816220804,169.4022986637357,41.13656972943761,1315.6666334446186,0.1048035807053324,27.51661709067227,0.0335517603959513,C5,2024_10_04_RandomBaseline_v2,,,1700.0,0.10223205774247532,0.09964841097866806,0.02419798219378683,0.7739215490850697
