,uuid,status,sphere_diameter,sphere_pdi
0,770a433d-0480-4cee-bf12-ce066c24db55,successful_fit,47.47416096827294,0.5911719746635262
1,fed3ab35-04e9-4916-8527-8627191a3bdc,successful_fit,107.45964297412084,0.13238281775803734
2,4ab46dcc-3395-4e7b-bb87-52e805e12abb,failed_fit,,
3,23850c30-c572-41ad-abf0-7e1bd4fa7397,failed_fit,,
4,96ef6012-d812-4975-8b77-8ed7e78669fb,successful_fit,67.30737531011968,0.5676664442118949
5,d03dab18-5712-44f7-9334-14047212632e,failed,,
6,a180d359-a229-4b3e-a615-2991fd549f42,successful_fit,100.92297684631657,0.7229702453654127
7,ef17f542-90a3-44a8-a6b8-acb920953fab,failed_fit,,
8,e0368e49-ecc3-4ebf-9a19-4e942c829517,successful_fit,102.91954498579624,0.7492563216860753
9,4d5fd07b-987b-49df-b4ba-54d2a337d945,failed,,
10,6b50a94f-b7f2-402e-a210-e89f507b8861,successful_fit,77.33928268775806,0.6309382416635361
11,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,failed,,
12,0e6edb88-77c3-4984-a38d-198341bba9e1,successful_fit,93.46348897106233,0.7179995156180334
13,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,successful_fit,55.53847459085036,0.49037555511882003
14,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,successful_fit,95.59481487010206,0.720053195872806
15,3584700a-8b01-4e59-a53a-1300fd3fac0a,failed_fit,,
16,fa1dfc55-e5e0-4514-a66a-e29a5351518a,successful_fit,77.40994621753525,0.6343697517341421
17,68831f53-4a51-4f12-b385-10c50c8fab46,successful_fit,94.82855683181945,0.6952533253535425
18,4bec4e18-80bb-44d9-8508-cc464f14b287,failed_fit,,
19,41414be7-3e27-4b4d-b70e-e31d54a733d3,failed_fit,,
20,81f8f6c2-0e42-4680-bc11-c0be02bfd641,successful_fit,88.14508845059541,0.7058236092855514
21,47d95862-b511-4a42-b8b1-961b605f26a3,failed_fit,,
22,6abcfcc8-cf8d-4a5e-a92f-f3afd8023fbd,successful_fit,91.71148937858456,0.7046168438252012
23,89b8593e-8436-4dfb-8430-1367d273cbc2,successful_fit,118.81473834619983,0.2595049283713595
24,8559907a-1b27-4673-ae0e-602b83d86deb,successful_fit,25.853177111766307,0.2480709820614767
25,fe8e4a28-cb6b-4396-adc3-a51f49838d54,successful_fit,15.084977107415034,0.46516824669957024
26,b683d769-9cd7-454a-b546-4e86afe5e3f4,failed_fit,,
27,1c809d50-4605-4865-aa13-13649203ede8,successful_fit,87.70654542333608,0.691417535550259
28,f5e32498-0689-4e74-9a45-9c17edf776b9,successful_fit,78.44809465051871,0.9999999999992168
29,403cbac3-a2e0-44f0-aca4-9313b8775a4e,successful_fit,93.03930130817612,0.6909961258501751
30,a6974af8-5b2d-431a-94df-d35c0be3ee54,successful_fit,90.45085735458761,0.6966093137031056
31,289532b3-a4c8-4db7-93ff-9edc14d5d2c8,successful_fit,96.85225431216182,0.7255104343484149
32,1edc0740-a22f-4216-bd49-d80627b2fb63,successful_fit,150.10092408167174,0.30646657900976454
33,1e52819b-5c95-48c2-8f70-d460a28eff49,successful_fit,89.49361772427783,0.7014142161257277
34,0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,failed_fit,,
35,a9ad98c9-82d7-4c69-851e-56ddb16bd5f5,successful_fit,102.52441709868972,0.7321574296427295
36,48117328-d486-4f9f-96ab-b0034fe30cd5,successful_fit,148.45172408364388,0.18409529218414825
37,c2755e87-75e2-48c6-b27a-739971d1775c,successful_fit,104.83519849776717,0.747535200682335
38,fedab157-3d87-4f8b-b09b-590c966aa0ba,failed_fit,,
39,f59733f7-c03c-4712-934e-fb6ea464b604,failed_fit,,
40,ecc20fb9-daca-4f65-97ce-f1329696f7ec,failed_fit,,
41,3ae01d8c-6757-4aa4-8701-a4f231f6a81c,successful_fit,99.8604250533009,0.7383733603914038
42,48c60f84-a45b-4017-9430-12b3234fdc0e,successful_fit,82.43245150577961,0.6612752481908926
43,2a0a2e87-67a7-401a-943d-423159a4a939,successful_fit,93.5950843223125,0.6992177311416425
44,43cd6089-f940-463f-bd40-a1f2bf168f67,failed_fit,,
45,9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,failed_fit,,
46,ff3ac045-3c39-4fb0-b2c9-bf69d7600548,failed,,
47,5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,failed,,
48,9aed2e5c-7127-46bd-8331-51407d127d8f,failed_fit,,
49,5edc0763-1f2c-44f2-bf68-db785ae258b0,failed_fit,,
50,320cdd85-691d-48fb-9eac-d27b2fc5e5f5,successful_fit,98.10238658342762,0.4203160117337126
51,bf04b495-3291-4508-a497-e6d96dc52362,successful_fit,127.18605988013242,0.38114688867057267
52,649ddf37-37fe-4a30-896b-010286133a28,failed,,
53,5175dc78-a900-486e-8b14-6b0441555fe2,successful_fit,85.9259268509583,0.6744191774130518
54,2a988138-57f5-40bf-851c-3df09f642f05,successful_fit,105.1904711237983,0.7892212264284224
55,9694a191-11f7-482c-bb4c-e119489126a4,successful_fit,97.18573019986438,0.7181814424774056
56,a9d67fc5-2e59-4f51-a904-9cac957c9e73,successful_fit,77.68417925717645,0.3751200170027014
57,2027f32f-4921-4edd-95bb-849ab8220e8c,successful_fit,94.61465598973612,0.7127626265277962
58,f5458994-6b3e-4176-9427-7cef2bb6c7d5,successful_fit,146.47715974472558,0.25886038441732195
59,5d67ff81-9548-4a2f-9496-5d3c3c25b3eb,successful_fit,68.08122949962001,0.5816527690582165
60,f4b66637-2c73-4d0b-83ba-3f7e3b3f3c06,failed_fit,,
61,56898b1b-5aed-4595-ade6-5b73d45a7808,successful_fit,89.39168144937014,0.6850354589823258
62,f2e85141-9985-49ff-a6bc-17e2ecbcdc8b,failed,,
63,7c4bcab3-4ce3-4a28-92b1-4f8a04c76603,failed_fit,,
64,38d80e08-5bd4-4e0e-9d11-a60d55148590,successful_fit,78.90371617418946,0.999999999999828
65,8573b7f6-c239-4d33-aa19-58f59c7d0499,successful_fit,52.84501872086366,0.5352511541834839
66,b702c675-432e-4034-b542-ef01ad2fd4ff,successful_fit,104.19400793483146,0.7740117939926632
67,4b2d55e4-a4ec-419a-aade-a8645321f66a,successful_fit,99.27520214639075,0.7406014008685258
68,4b56c2d8-0a77-4566-b8fe-51e66454dd75,successful_fit,105.82832290618663,0.10131040989883702
69,89639692-ddbf-413e-a0c4-bf75456e2877,failed_fit,,
70,c9f1b338-8d5c-491e-ac9c-cab3df47c1e5,failed_fit,,
71,ba91b97c-6a58-431f-99ae-091ae1a16bc8,successful_fit,13.547260036060436,0.3172016060575576
72,3a3f06cf-6324-44c0-9fbe-cbe35289073b,successful_fit,98.54396630308023,0.7180069921607852
73,fe183495-7f7b-4949-bc1b-6c7d1ea634b7,successful_fit,103.99382229616872,0.7692236465081312
74,22fc6d75-43ef-41aa-993b-b76a84f4c5af,failed_fit,,
75,a6ee3a08-02cd-4703-9d6c-3721dad590c8,successful_fit,129.5222636162463,0.10613257591888339
76,3b660550-7e2e-4815-ba89-ac39039b2f38,successful_fit,95.00305098902253,0.7101345038619957
77,f180c1df-360c-45fe-9547-101530b6135a,successful_fit,21.962087368587635,0.5299498969153918
78,eb5c038c-56ff-4457-93db-9b9702e3ff43,failed_fit,,
79,83d8158b-ea97-4925-af7c-8fa89acc9319,failed_fit,,
80,130093e4-2947-4d37-b73a-ed4c23442ab8,successful_fit,115.35652431582112,0.15713816814306508
81,6411e428-3416-4aad-a246-f50fe8f3fb4b,failed_fit,,
82,86a7ac96-49f1-4da4-b518-37e4ab31a099,failed_fit,,
83,e34d9838-8677-405f-b825-5068facac35e,successful_fit,101.19115605344939,0.7669800980444281
