,Unnamed: 0,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,well
11,11,649ddf37-37fe-4a30-896b-010286133a28,229.96529601459093,158.88989210068652,58.54650992434074,1252.5983019603816,0.0792044975043975,36.41005360636099,0.0440618014649357,A1
12,12,a9d67fc5-2e59-4f51-a904-9cac957c9e73,80.17300420349086,36.7082323846744,40.44922520624596,1542.6695382055889,0.2271872670263818,12.693669138002868,0.0157991563134008,A2
13,13,5d67ff81-9548-4a2f-9496-5d3c3c25b3eb,238.3918466334671,121.69629745694716,216.0113697206898,1123.9004861888957,0.07640481824989,37.744216478182,0.0447201438512066,A3
14,14,289532b3-a4c8-4db7-93ff-9edc14d5d2c8,100.72073371561024,56.41003917053458,229.21385452915365,1313.6553725847016,0.1808394859961466,15.94695972571748,0.0192200421462183,A4
15,15,43cd6089-f940-463f-bd40-a1f2bf168f67,63.32653758949563,104.92040766772102,116.35742694632464,1415.3956277964587,0.2876248474590063,10.026393844193237,0.0122900798506506,A5
16,16,fedab157-3d87-4f8b-b09b-590c966aa0ba,79.17455835484178,63.5123068636842,236.2034517196601,1321.109683061814,0.2300522553299705,12.535586733821086,0.0151176270815778,A6
17,17,48117328-d486-4f9f-96ab-b0034fe30cd5,213.96023272880265,37.943678392016224,109.14368475310854,1338.9524041260725,0.0851293040860193,33.87599641465421,0.0411459433433597,A7
18,18,2027f32f-4921-4edd-95bb-849ab8220e8c,136.0504166665083,77.73521219434689,163.25380730506953,1322.9605638340752,0.1338789410614833,21.540654393700414,0.0260791731864238,A8
19,19,1e52819b-5c95-48c2-8f70-d460a28eff49,207.6019981216617,178.07089154222822,45.094509067166086,1269.232601268944,0.0877365626491298,32.8693068536644,0.0398878786568426,B1
20,20,ecc20fb9-daca-4f65-97ce-f1329696f7ec,32.66267181532395,146.57619431869676,137.5305969560077,1383.2305369099718,0.5576483705090023,5.1714308738457,0.006317865110694,B3
21,21,f59733f7-c03c-4712-934e-fb6ea464b604,31.89500728136396,130.2946172460637,89.35313858654402,1448.4572368860283,0.5710701224679826,5.049887722258984,0.0062230457646941,B4
22,22,c2755e87-75e2-48c6-b27a-739971d1775c,78.2279023216347,134.9356026919215,66.51648409701009,1420.320010889434,0.2328361770381816,12.385704131910282,0.0152364495724074,B5
23,23,2a988138-57f5-40bf-851c-3df09f642f05,93.96342886355411,53.95463881225708,129.8297232383711,1422.252209085818,0.1938444130294029,14.877085983192972,0.0182152601444665,B6
24,24,0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,34.80937334281116,115.62254977188736,136.5583750468186,1413.009701838483,0.5232580757747922,5.511314843502178,0.0067492541315591,B8
25,25,320cdd85-691d-48fb-9eac-d27b2fc5e5f5,222.50863864686008,10.347905408957942,136.58098759147575,1330.5624683527062,0.08185878006828,35.229452449627665,0.0426706816891131,C1
26,26,a9ad98c9-82d7-4c69-851e-56ddb16bd5f5,185.54149434019536,121.30570267852536,91.55878289996691,1301.5940200813122,0.0981682603077957,29.37650102953885,0.0356430785330758,C2
27,27,bf04b495-3291-4508-a497-e6d96dc52362,150.04299913417665,31.67099911769417,156.00495023873967,1362.2810515093895,0.1213937725811352,23.7560785753861,0.0288562438682379,C3
28,28,f5458994-6b3e-4176-9427-7cef2bb6c7d5,183.7509161636644,76.54488740522862,18.999017402611383,1420.7051790284956,0.0991248702023477,29.093001525380032,0.0358209767515902,C4
29,29,3ae01d8c-6757-4aa4-8701-a4f231f6a81c,68.29057595176755,93.94049079145373,85.88734459299906,1451.8815886637797,0.2667174124750411,10.812342446033078,0.0133195556236798,C5
30,30,9aed2e5c-7127-46bd-8331-51407d127d8f,152.07093042543832,52.733501311874434,102.305771614358,1392.8897966483291,0.1197749343896882,24.07715783518959,0.0294272264449363,C6
31,31,48c60f84-a45b-4017-9430-12b3234fdc0e,164.00682064416375,168.06690230436868,240.53299671757728,1127.3932803338903,0.1110580989421422,25.96694907862946,0.0307755092975298,C7
32,32,5175dc78-a900-486e-8b14-6b0441555fe2,138.78791081914713,124.84767410911957,165.15736302866725,1271.207052043066,0.1312382728926623,21.974077656131964,0.0264902706661816,C8
33,33,9694a191-11f7-482c-bb4c-e119489126a4,79.93383858200566,154.2415474749872,162.55816361745565,1303.2664503255517,0.227867021494274,12.65580241093583,0.015319421092056,D1
34,34,2a0a2e87-67a7-401a-943d-423159a4a939,238.50383687225133,60.76715383365885,222.6365387740717,1178.092470520018,0.0763689421233158,37.76194772140951,0.0449090067681184,D2
35,35,9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,63.14887811736393,82.51106564358193,119.57894105875368,1434.7611151803003,0.2884340348918623,9.998265291685112,0.0122718793761034,D3
36,36,ff3ac045-3c39-4fb0-b2c9-bf69d7600548,183.49786694517812,78.52188789816525,183.47711930324903,1254.5031258534077,0.099261566455851,29.05293662963355,0.0348970448670719,D4
37,37,1edc0740-a22f-4216-bd49-d80627b2fb63,234.0481462855917,98.0877230274302,9.3607506438752,1358.503380043103,0.0778228155332628,37.0564850454093,0.0453756398147733,D5
38,38,5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,161.95748597151797,64.0639452090959,250.67388773134803,1223.3046810880385,0.1124633764535521,25.64248105418601,0.0305983312517267,D6
39,39,5edc0763-1f2c-44f2-bf68-db785ae258b0,85.98861472003077,178.39813903974527,108.31929731681475,1327.2939489234093,0.21182206241593,13.614445856623488,0.0165718195761315,D7
