uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,campaign,target_volume,teos_vol_frac,ammonia_vol_frac,water_vol_frac,ethanol_vol_frac,ap_distance,rmse_distance,experiment_status,rank
4bec4e18-80bb-44d9-8508-cc464f14b287,50.2210523417439,124.2406098557808,164.94082575473143,1360.597512047744,0.3626822789443211,7.951422408600025,0.0096739219879481,2024_10_04_RandomBaseline_v2,1700.0,0.02954179549514347,0.07308271167987106,0.09702401514984202,0.8003514776751435,1.293424352484601,0.263328930336323,complete,9.0
a180d359-a229-4b3e-a615-2991fd549f42,166.90637082978213,105.54729587184796,82.83123966184186,1344.715093636528,0.1091287625734872,26.426030424912256,0.0322071258801506,2024_10_04_RandomBaseline_v2,1700.0,0.09818021813516596,0.0620866446304988,0.04872425862461286,0.7910088786097224,1.3441811098779772,0.2613219444022925,complete,13.0
3584700a-8b01-4e59-a53a-1300fd3fac0a,83.47789513445348,57.71626609380468,175.10171902700475,1383.7041197447372,0.2181929202329421,13.216927464563108,0.0160854894089258,2024_10_04_RandomBaseline_v2,1700.0,0.04910464419673734,0.03395074476106157,0.10300101119235573,0.8139435998498454,1.4169200184160662,0.2581725060143001,complete,17.0
0e6edb88-77c3-4984-a38d-198341bba9e1,190.43688659323485,103.85934509699324,139.81285817734036,1265.8909101324314,0.0956447358498916,30.15158099789209,0.0363534557001475,2024_10_04_RandomBaseline_v2,1699.9999999999998,0.1120216979960205,0.06109373240999603,0.0822428577513767,0.7446417118426067,1.4193930444209095,0.2719264779519888,complete,19.0
68831f53-4a51-4f12-b385-10c50c8fab46,75.22550384759337,170.91415924001222,187.560764311135,1266.2995726012591,0.2421291288548601,11.910338973418868,0.0143516067474829,2024_10_04_RandomBaseline_v2,1699.9999999999995,0.04425029638093729,0.10053774072941898,0.1103298613594912,0.7448821015301527,1.5136869971886893,0.2672741480545503,complete,42.0
fed3ab35-04e9-4916-8527-8627191a3bdc,20.15313116744084,63.83954787011946,49.461665199018725,1566.5456557634209,0.9037943316576286,3.1908144353050045,0.0039823679231771,2024_10_04_RandomBaseline_v2,1700.0,0.011854783039671083,0.03755267521771733,0.029095097175893366,0.9214974445667181,0.9493864264693564,0.3301812482338874,complete,1.0
32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,180.7989295678836,8.839735230185184,227.60965678943137,1282.7516784124998,0.1007433271746606,28.62561800247308,0.0343568351862768,2024_10_04_RandomBaseline_v2,1700.0,0.10635231151051976,0.005199844253050108,0.13388803340554786,0.7545598108308822,1.4325361567716373,0.2380067614281619,complete,20.0
a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,247.36551526512812,88.81269067913773,77.66185479923394,1286.1599392565,0.0736330837981337,39.16500370819852,0.0474387549275706,2024_10_04_RandomBaseline_v2,1699.9999999999998,0.14550912662654597,0.052242759223022205,0.04568344399954938,0.7565646701508824,1.2698303521602117,0.2714140985119849,complete,7.0
770a433d-0480-4cee-bf12-ce066c24db55,99.54716822056066,52.05975691675929,14.533589052896684,1533.8594858097836,0.1829714098338731,15.76115089575115,0.0196304299841148,2024_10_04_RandomBaseline_v2,1700.0000000000002,0.05855715777680038,0.030623386421623107,0.008549170031115695,0.9022702857704608,1.476459030240033,0.2825467679712433,complete,31.0
41414be7-3e27-4b4d-b70e-e31d54a733d3,141.39397785460312,8.798970601811643,12.093150499517836,1537.7139010440674,0.1288193881426523,22.386692264106124,0.0278679349278385,2024_10_04_RandomBaseline_v2,1700.0,0.08317292814976654,0.005175865059889202,0.007113617940892845,0.9045375888494513,1.7380520008732758,1.300308135674619,complete,71.0
