,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,well
0,4bec4e18-80bb-44d9-8508-cc464f14b287,50.2210523417439,124.2406098557808,164.94082575473143,1360.597512047744,0.36268227894432115,7.951422408600025,0.009673921987948177,A1
1,a180d359-a229-4b3e-a615-2991fd549f42,166.90637082978213,105.54729587184795,82.83123966184186,1344.715093636528,0.10912876257348725,26.426030424912256,0.03220712588015064,A2
2,3584700a-8b01-4e59-a53a-1300fd3fac0a,83.47789513445348,57.71626609380468,175.10171902700475,1383.7041197447372,0.21819292023294212,13.216927464563108,0.016085489408925843,A3
3,0e6edb88-77c3-4984-a38d-198341bba9e1,190.43688659323485,103.85934509699324,139.81285817734036,1265.8909101324314,0.0956447358498916,30.15158099789209,0.03635345570014752,A4
4,68831f53-4a51-4f12-b385-10c50c8fab46,75.22550384759337,170.91415924001222,187.560764311135,1266.2995726012593,0.24212912885486015,11.910338973418868,0.014351606747482915,A5
5,fed3ab35-04e9-4916-8527-8627191a3bdc,20.153131167440836,63.83954787011946,49.461665199018725,1566.5456557634209,0.9037943316576286,3.1908144353050045,0.003982367923177101,A6
6,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,180.79892956788356,8.839735230185184,227.60965678943137,1282.7516784124998,0.1007433271746606,28.62561800247308,0.034356835186276836,A7
7,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,247.36551526512815,88.81269067913773,77.66185479923394,1286.1599392565,0.07363308379813374,39.16500370819852,0.04743875492757069,A8
8,770a433d-0480-4cee-bf12-ce066c24db55,99.54716822056066,52.05975691675929,14.533589052896685,1533.8594858097836,0.1829714098338731,15.76115089575115,0.019630429984114878,B1
9,41414be7-3e27-4b4d-b70e-e31d54a733d3,141.39397785460312,8.798970601811643,12.093150499517836,1537.7139010440674,0.12881938814265237,22.386692264106124,0.02786793492783858,B3
10,6b50a94f-b7f2-402e-a210-e89f507b8861,236.77274331742007,161.03389912605078,71.02939845947752,1231.1639590970517,0.07692729095032465,37.487866326427934,0.04524273985739342,B4
11,fa1dfc55-e5e0-4514-a66a-e29a5351518a,212.8129276281497,116.07062358277798,172.18175012870827,1198.9346986603641,0.08558824840806536,33.694345352769744,0.04030043514701229,B5
12,ef17f542-90a3-44a8-a6b8-acb920953fab,79.09535853399576,32.61406968364799,105.16065324053847,1483.129918541818,0.23028261141843206,12.523047147315676,0.015440593967663533,B6
13,23850c30-c572-41ad-abf0-7e1bd4fa7397,210.8667967042741,12.467859020547305,61.26151288896466,1415.403831386214,0.08637815909837133,33.38621742002805,0.04093993364648462,B8
14,4ab46dcc-3395-4e7b-bb87-52e805e12abb,100.76327329779082,99.75853847640529,32.791727661481595,1466.6864605643223,0.1807631403602393,15.953694952703588,0.019735879495414242,C1
15,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,201.60226254276202,166.8734375746814,175.2535115044569,1156.2707883780997,0.0903476254906726,31.919377895523386,0.03805246915380144,C2
16,96ef6012-d812-4975-8b77-8ed7e78669fb,231.0303178338392,58.108500544687296,21.690574349270562,1389.170607272203,0.07883937435166291,36.578676882145665,0.04486468489301081,C3
17,e0368e49-ecc3-4ebf-9a19-4e942c829517,93.31712335369282,96.1366816448103,233.57672041073312,1276.9694745907636,0.19518696097445573,14.77475742028388,0.01775365676346008,C4
18,d03dab18-5712-44f7-9334-14047212632e,173.79449816220804,169.4022986637357,41.13656972943761,1315.6666334446186,0.1048035807053324,27.51661709067227,0.03355176039595131,C5
19,4d5fd07b-987b-49df-b4ba-54d2a337d945,225.02384879691186,122.33135082632884,220.0688605903171,1132.5759397864422,0.08094380134224989,35.62768182589337,0.04224204683674351,C6
