Q	I	ISigma
0.005782208284821001	27971.54817411093	701.9662082826957
0.005858134900571	27329.23004220458	682.3614405240878
0.005959625243102	27302.69704233567	664.0320625648333
0.006061420602253	27501.17604941826	679.5648506877196
0.0061379572613820006	27016.32675394114	694.510662358837
0.0062146835757170005	26891.49791610423	670.8340133928176
0.006317237569948	27399.64518392322	629.9322963391726
0.006420093512685	26830.2367812134	605.9978821922184
0.00652325057468	26982.781974637	599.2234986643741
0.006626707946388	26878.35213992227	596.3198021122028
0.006730464837306	26494.47685669667	592.4442837487459
0.006834520475335	26439.05853299657	587.9230333603161
0.006938874106177001	26488.80372758344	583.5477547671164
0.007043524992741	26039.22513940831	580.5088969449776
0.007148472414599	26470.12540741381	579.1864657885919
0.0072537156674579994	25856.54015681854	577.8587760971591
0.00735925406264	25905.33960189472	573.1980359324075
0.0074650869266080005	25935.8872925379	560.610688337963
0.007571213600501	25488.66994273198	541.5275965719625
0.0077042993603410005	25316.54517187867	529.9364768019975
0.007837811507114	25270.29840429451	535.4471705544355
0.007944961528841001	25190.8502985402	546.152840653394
0.0080524025657	24974.42673728842	544.0041015830886
0.008160134032068	24855.8063941757	528.6909429651998
0.008295220969046	24895.76357006592	515.6549110483751
0.008430729592121	24309.20475865166	511.2396655857401
0.008539473121516001	24221.25503279693	505.2690236250211
0.008675822348797999	24050.93567340187	494.1448104571497
0.008812590536757	23657.76727068895	487.7877079658607
0.008949836477087	23889.25809915008	491.6910016960222
0.009087499545196	23469.96322053537	497.962958670583
0.009197963065141	23528.49766936148	494.7376680156042
0.009336457932969	23228.05725676165	482.7451153947725
0.009475367509022	22967.59720828636	472.8582573762814
0.009614750094670001	22776.41246598976	467.1092135738074
0.009754545757571	22644.72038734877	458.3810194949687
0.009894812609874001	22280.74973737948	447.4644128069172
0.010063697102029	22100.45922497976	442.4387836009473
0.010204903547188001	21817.94913807754	440.8097161842862
0.010346578441405	21650.21919322226	435.6794324022746
0.010517149378245	21434.51960564798	430.5954772820643
0.010659758583460001	21117.85901623814	425.3161505182464
0.01080283369212	20897.56183338871	412.950104020571
0.010975081906971	20369.47104240044	399.572239883815
0.011147956870117	20381.14289234253	398.2537520391381
0.011321457414622	20278.47576013177	407.2897871479137
0.011466503822399	19867.32476647043	410.8238250863033
0.01161201209682	19480.37818044969	400.4306643621734
0.011787175383182	19196.73930493162	385.4015316364234
0.011962960226932001	19293.32458444263	376.0270141894834
0.012139365596028	18815.66997759687	371.177931468849
0.012316390484824	18604.2836764627	366.9888229695457
0.012494033913279001	18253.68011872425	362.6496081996062
0.012672294926186	18059.52959002587	356.5092257103135
0.012851172592436	17897.70419873879	347.934179584892
0.013060661295916001	17582.68440190249	342.2818274343061
0.013270946853584	17584.96245284657	343.844065902112
0.013451873601646	17363.77587257894	346.842224218922
0.013633413230066001	17107.28275920207	342.4094338136057
0.013815564925004	16368.59492431056	330.8158401616604
0.014028867542442999	16201.97704595051	320.6777218660036
0.014242961382848002	15835.24282496258	316.3534446784774
0.014427147675401	15499.99008329424	313.1773966374894
0.014642820745821999	15602.59837145729	307.4856572299616
0.014859281880836999	15158.76129705143	301.1730966917588
0.015076608737401001	14770.66328634582	296.0023212256121
0.015294721597306	14444.9228516564	291.4754829914875
0.015513697975491	14254.22398240784	286.1402272291388
0.01573345841065	13712.76766447291	278.8756314113269
0.01595408028348	13675.33133984474	271.5974635950834
0.016207202848178	13205.78647995432	267.4828290848791
0.016429544497113	12887.45011770186	264.4003379246108
0.016652744545381	12628.21488785907	258.3631099936127
0.016908810228645	12373.71395228334	252.5429733815056
0.017165943730696	12056.36408511702	251.16675540793
0.017391791107156	11679.1350326199	250.0516625399302
0.017618493156438	11558.58601541663	243.9977068036598
0.017878556996536	11298.02346513527	235.438909987583
0.018139684286396	10856.78541526526	228.9714229064725
0.018401873949234	10648.03962506347	225.0886509628573
0.018665124943332	10469.58072463225	222.1180551463664
0.018929436261029	10130.28660647734	218.7017608480189
0.019194806927736	9927.150774430404	213.460475217057
0.019461236000983997	9545.696370269668	206.207861705333
0.019762257463347997	9123.086548049312	199.9409602215056
0.020064566543820002	8958.219583879272	196.9772741729061
0.020334429300904	8569.190676832874	194.3194166423601
0.020605346797042002	8370.531300576855	188.7984175869409
0.020911413424915	7999.612591424277	182.6602439395264
0.02121876351562	7634.792853547265	178.3944236918943
0.021493103610960997	7391.128662818394	174.4252502288674
0.021803017771215	7132.052283395195	169.3123601867454
0.02211421260967	6799.554467968273	163.7894257179425
0.022426785681545002	6710.359063496681	158.8753982777117
0.022775619387534002	6408.1340676309	155.2195726610672
0.023090946106096	6054.710053603371	152.1016755980838
0.023407648318047	5904.156024682199	148.549480758373
0.023761067046445997	5683.578173339538	145.1757610080768
0.024080517775866003	5460.579550469934	141.6808195136968
0.024401341602826	5110.743657270189	136.792876387457
0.024759337363866003	5049.082085115098	131.3849372688139
0.025118966046434002	4748.773044235931	126.9663930801841
0.025480226811927	4548.104259039518	123.2902277050019
0.025843118865749	4319.073596568357	119.5069685826389
0.026207641456064	4035.141038065941	115.3537342289217
0.026573793872575	3827.505415184337	111.1942720751637
0.026941575445369	3550.357224615579	107.5632242404882
0.027310985543806	3459.833536192821	104.1037063500357
0.027682023575417	3316.616244132126	99.99758527791718
0.028092074836097	3069.08357954469	95.89588697220968
0.02850403488655	2841.121512898472	93.03595427955268
0.028880278749346	2844.763932684822	90.83174391537216
0.029296054625277	2721.402562910614	87.97584265981592
0.029713737626391998	2491.931283053927	84.45196516935947
0.030133446437341997	2344.421326802775	80.90877134066469
0.030555061455876	2167.260649618932	77.64812843611034
0.030978701402472997	2050.683650473529	74.51777779524
0.031404246812087	1917.492399075666	70.99153032052995
0.0318318164468	1803.1334103518	66.82195646569085
0.032300463967309	1601.755033677209	62.70140612173254
0.032771448990953	1523.207220731923	59.54360053326732
0.03324477126458	1431.126411416321	57.53115157670814
0.033720430588419004	1326.880111383869	56.08793505253205
0.034158474790719	1277.551203630182	54.10560077027803
0.034598542064813	1167.774636981588	51.01192665783572
0.035121153058863	1096.856785467644	47.74330950416302
0.035646436174835	1005.780300274621	45.32920405548107
0.036133779517943	937.6341230319682	43.17985975580143
0.036623459752326	856.6903117858127	39.47504558997462
0.037115477012388	810.9389377185137	32.92434934129375
0.038397245123513	590.2971987357809	24.49122760351124
0.038480481653825	614.8377456520687	16.69965227265151
0.038772415648324	607.20197106422	11.17874250250867
0.039274562592445	598.4528052733668	8.02999692910626
0.039821229179761	540.5120848801192	6.595639262665773
0.040370570295331996	517.9718206949517	5.973303525873913
0.04092272726169	455.9639180856641	5.561771509376019
0.041520390975852	456.8905239923902	5.214471773931445
0.042078181564598	400.2513614345083	4.902621736143741
0.042638790025466	382.2458951367379	4.597576673530922
0.04324555768769	366.1351411725983	4.317116491515415
0.043855513536050994	338.6838244558824	4.079830979612808
0.044468658599345	324.5931790200447	3.876737658087889
0.045084993961605	301.4092642321971	3.689783767713215
0.045704520760643	296.5631281844574	3.501636304213558
0.046371883084091	281.0091880440013	3.311492268986954
0.047042830463755	255.2757741867549	3.133787132026138
0.047672395475412	241.6660816463905	2.983809978841117
0.048350517596093	227.8269893323471	2.880892378789473
0.049032229518191	235.3290157160752	2.82390255294015
0.049717696228947006	232.6251570942892	2.772735118666039
0.05040675626853	213.2063310362051	2.690578649122731
0.051099574902174	217.6172995981038	2.571617163327935
0.051795990614141	184.81123454223	2.432650265572017
0.0524961689515	184.599802328604	2.304486478709729
0.053247041623894	178.2676421791845	2.206094220758561
0.054002107149498	172.7560372913029	2.127442996373519
0.054761368145567	162.6054753494896	2.051837052865603
0.055524827291734	154.9731780894327	1.975138044932819
0.056292487328322996	150.0026015647769	1.900240035932321
0.05706435105471	138.3815861756595	1.830721785332703
0.057840421327721006	139.4043515498696	1.769571672055803
0.058669655001976004	134.7237788214625	1.715462501037929
0.059503551075121994	129.4159267160523	1.657606965511846
0.060292785826836996	118.3696688001676	1.583222322960811
0.061136017220937	116.6043049517855	1.497127513249761
0.061983921658924	100.2959738218077	1.422526002392162
0.062836689954229	106.8112057721276	1.381988168278681
0.063744775366821	96.4636984213834	1.372542561932937
0.064607283532353	112.3942002301317	1.350730061340711
0.065474667834164	91.38395768126313	1.280162859323576
0.066398242214387	84.01896016028185	1.191160747417377
0.06732718755865899	76.88822681063805	1.134206245344046
0.068261508810052	85.981789700709	1.103340180015805
0.06920121097623999	77.8055851709753	1.064463514355561
0.070199014743977	70.69915426898396	1.01622995450079
0.071202720213826	70.36360853261091	0.9747295586537744
0.072159195703447	64.52314122184818	0.9386345599471476
0.073174722339876	63.84306425074367	0.9002417695312209
0.074196168574891	59.89991984083624	0.8621402903792756
0.075223752251035	53.81967380302861	0.8310984716827181
0.07625726800337	56.34919612387255	0.8074958957980937
0.077296934252873	52.01592545778057	0.7857178606964312
0.078397801143996	52.1687455910838	0.7613151061216372
0.079449788675846	48.4620161471021	0.7315193871136324
0.080507947119844	43.68088756342517	0.6955625107472183
0.08162830116745999	43.66188059648006	0.6569665847235708
0.082755390188827	38.89999716301938	0.6217796004043926
0.083946149938677	37.60585207913778	0.597196078651543
0.08514423487098201	36.7993055306577	0.5837626047134785
0.086292253053763	37.56576053507678	0.5708173925679804
0.087505015574668	33.5322483907885	0.5519475356416568
0.088725130642823	32.78952686539009	0.5326934384965658
0.089952845150711	31.58064255603386	0.5166465522502337
0.091187931093284	30.63002552626476	0.5001653038540141
0.09243063611100799	27.71748356062477	0.4814150812491112
0.0937405100856	28.87107335328416	0.4625174340215497
0.09505863739947899	25.08596988567321	0.4429257180961034
0.09638502942817401	26.40830221891871	0.4190350544514218
0.097719697619868	21.08546760978138	0.3945723909836156
0.099062653493421	19.58492159937818	0.3815518635535371
0.10041390863642899	22.10670419179095	0.3810846814508183
0.101773474703375	23.21364895692543	0.3784073567337736
0.10320380412661101	19.12107254984966	0.3660431312982318
0.10464311143131899	19.26039352242769	0.3524578434974345
0.106091674408424	18.27832929719579	0.3445231893388993
0.10754924202322101	18.40790413536129	0.3376473522103302
0.10901609299683102	18.63657025144127	0.3251825627177365
0.110556421953778	14.52663863026191	0.3094234858619685
0.112041882163185	15.44321477271762	0.2961679540056907
0.11353666838548901	14.73312842975341	0.2836680265216274
0.11510619188679	14.12006830894129	0.268631738390312
0.116751862073202	11.40518256488458	0.2550578170705532
0.118408299601997	12.99366574968946	0.2472386693603659
0.120008833121903	11.0725170376617	0.2438970762832034
0.121686858405876	12.16289838603416	0.242101032984032
0.123375704249902	11.89622468749687	0.2388877736320074
0.125075681717149	10.96651578679377	0.2325132473947121
0.126786516065913	10.06565014605909	0.2250194934748316
0.128508519484002	10.0916488149773	0.2184231354254317
0.13031103884331	10.12977965981769	0.2112451900041301
0.132125520784775	8.719245688967437	0.2024288184063633
0.13395198635767902	8.437990819622831	0.1931987903217063
0.13579045668401202	7.917415761084444	0.1839578744951614
0.137640952956463	7.645858786720028	0.1756569753429729
0.13957545394433699	6.267421285963691	0.1721977486658571
0.141522809869528	7.899410120388108	0.174076190354447
0.143410442696458	7.234940829592747	0.1742875432228193
0.145383578687416	7.696019587766549	0.1678461247809422
0.147443533339634	5.476683847382647	0.1595979861717785
0.149517589134134	6.144369365114118	0.1557389756754634
0.15153087028374002	6.502401369724811	0.1541509372922481
0.15355747527560198	5.513510364268579	0.150388584431069
0.155672983093225	5.261281961166962	0.1450346133456884
0.157879110855703	5.798450506912323	0.1398476242782939
0.160100334205148	4.432474287923591	0.1352042031802569
0.162259567242425	4.805215801322648	0.1311264109364308
0.164511071057825	4.840627593401615	0.1259541291200963
0.16677775989531501	3.917282285107331	0.1188381781615463
0.16906001790005998	3.517190166382618	0.1128558722559641
0.171437113192877	3.881585233765163	0.1104755372355513
0.17383074752994498	3.673589123314577	0.1097818486353907
0.176240955071323	3.805536287638842	0.1083163790462013
0.178667770049213	3.154279044886684	0.1065401461175371
0.181111226765832	3.66352023928328	0.1054446493919226
0.18357135959132398	3.532636962162496	0.103998777118529
0.186048202961793	3.277862777627	0.1008065993515332
0.188625296115314	3.354342889066215	0.0962721970072371
0.19130421695936098	2.657642521967783	0.0918866306733797
0.19391757155784398	2.986551202425255	0.0882684613579131
0.19654911549548001	2.476478552613062	0.0852347574294185
0.19928436468541	2.480709799994573	0.0828761086806629
0.20203887254970102	2.5550558247308	0.0805858835437493
0.20481268139643902	2.282415523881158	0.0772111584990329
0.207605833600531	2.003427917048014	0.0736572788505043
0.21050668060483	1.942808791859301	0.0722789764750559
0.213427981847476	2.058235564794241	0.0729234474448637
0.21637020191627	2.274072968916386	0.0723046493566552
0.219332968711485	1.809397866234983	0.0685858977707974
0.222316748840792	1.529110475874203	0.0642736546189708
0.225412646175764	1.529936762517672	0.0619709916771326
0.22853072771023697	1.816086691893447	0.0600782675792431
0.231671044845288	1.375192745833209	0.056826698948747
0.234833649045798	1.02653079178342	0.0546185104981566
0.238112718316789	1.493046898956714	0.0553187664656845
0.24141528983021102	1.496434643611376	0.0563645583918409
0.244741872428043	1.28251174883166	0.0555370798007924
0.24809206893534103	1.192217013845859	0.0538085857046074
0.251466390465958	1.311926706389346	0.0522090320647944
0.254961995021196	1.043155958663816	0.0508737924289038
0.258483003445403	1.093636737759912	0.0497888499419637
0.26202947736738197	1.218355823235336	0.0482438875447505
0.265601478474982	0.8012306525566139	0.0460880314562921
0.269299489500119	0.9688932604700632	0.0443747907147845
0.273024353782299	0.9105595940286916	0.0430800083254281
0.276776627321905	0.7994924781210925	0.0409314075203686
0.280555887273483	0.7964984905090848	0.0378081029851771
0.284362692171455	0.4906015636530096	0.0351993632279573
0.288300743797377	0.7120549250084752	0.0341119420081564
0.29226773398563	0.6153424648934459	0.0339389574788647
0.29626373577334103	0.6058711883255888	0.0340131056981656
0.300395270269028	0.6495211618599679	0.0347158335385644
0.304557256919094	0.6329643869542194	0.0365859579655001
0.309696953769625	0.7026640901030914	0.0392330771360279
0.33152232710209295	0.7317920383851227	0.0413262446120321
0.331746640705771	0.645806571618757	0.0419116853424666
0.331971036618611	0.6629255493975348	0.0405806325439354
0.33219551485132803	0.6699726847158405	0.0359810467960662
0.332532396866937	0.6787067853407726	0.0273377721766343
0.33512273980860297	0.7045985953286127	0.0174418769809767
0.339764554239659	0.484091592989404	0.0104219403027197
0.344441401528891	0.3907961843359712	0.0073373081873836
0.349152808279721	0.3814704142961253	0.0065303787951944
0.353899434236186	0.3951196756859268	0.006497558033524
0.358798006443882	0.4124539028088235	0.006665495791008
0.36373343528108604	0.4588069558362388	0.0068133868244546
0.368824812172294	0.3862543478171768	0.0067843051954296
0.373954731668657	0.4751046225849717	0.0064767290021165
0.37900309934071097	0.2766777086367438	0.0060596812032638
0.38421041972082903	0.2938984548123469	0.0059285262267765
0.389579225173648	0.407773767257232	0.0060998615738252
0.394989149834134	0.3961739393778825	0.0061684633340444
0.40044030834744304	0.2846671801910725	0.0059989099078362
0.40593281539235	0.3426538674074046	0.0057635027414616
0.411466785679237	0.293122620562479	0.0054652763601198
0.417042333948194	0.2905563558767395	0.0050720148129578
0.42278788695532804	0.1777512950101199	0.0048207050237219
0.42870615550228097	0.2883045512896382	0.0048929346699832
0.43453994730211	0.2744691452081279	0.0051019298478169
0.44041804550352	0.262843058091773	0.0051816883660712
0.44647218703926694	0.2667452126245764	0.0050214832536877
0.452705847606672	0.2525901974367252	0.0046415643222917
0.458987553004263	0.1451509444738034	0.0043155812923882
0.465318130644286	0.1830029175672041	0.0044136392107583
0.471697031274674	0.2702640284206896	0.0048949418527618
0.478125086317236	0.2580605554283045	0.005305134826669
0.48474025438302804	0.3069118054641442	0.0052952275543218
0.491406625149896	0.1746578978785135	0.004933443690624
0.498124347894251	0.1872074193703195	0.004514004788237
